贵州,安顺,101260301
贵州,都匀,101260401
贵州,兴义,101260906
贵州,铜仁,101260601
贵州,毕节,101260701
贵州,六盘水,101260801
贵州,遵义,101260201
贵州,凯里,101260501
云南,昆明,101290101
云南,红河,101290301
云南,文山,101290601
云南,玉溪,101290701
云南,楚雄,101290801
云南,普洱,101290901
云南,昭通,101291001
云南,临沧,101291101
云南,怒江,101291201
云南,香格里拉,101291301
云南,丽江,101291401
云南,德宏,101291501
云南,景洪,101291601
云南,大理,101290201
云南,曲靖,101290401
云南,保山,101290501
内蒙古,呼和浩特,101080101
内蒙古,乌海,101080301
内蒙古,集宁,101080401
内蒙古,通辽,101080501
内蒙古,阿拉善左旗,101081201
内蒙古,鄂尔多斯,101080701
内蒙古,临河,101080801
内蒙古,锡林浩特,101080901
内蒙古,呼伦贝尔,101081000
内蒙古,乌兰浩特,101081101
内蒙古,包头,101080201
内蒙古,赤峰,101080601
江西,南昌,101240101
江西,上饶,101240301
江西,抚州,101240401
江西,宜春,101240501
江西,鹰潭,101241101
江西,赣州,101240701
江西,景德镇,101240801
江西,萍乡,101240901
江西,新余,101241001
江西,九江,101240201
江西,吉安,101240601
湖北,武汉,101200101
湖北,黄冈,101200501
湖北,荆州,101200801
湖北,宜昌,101200901
湖北,恩施,101201001
湖北,十堰,101201101
湖北,神农架,101201201
湖北,随州,101201301
湖北,荆门,101201401
湖北,天门,101201501
湖北,仙桃,101201601
湖北,潜江,101201701
湖北,襄樊,101200201
湖北,鄂州,101200301
湖北,孝感,101200401
湖北,黄石,101200601
湖北,咸宁,101200701
四川,成都,101270101
四川,自贡,101270301
四川,绵阳,101270401
四川,南充,101270501
四川,达州,101270601
四川,遂宁,101270701
四川,广安,101270801
四川,巴中,101270901
四川,泸州,101271001
四川,宜宾,101271101
四川,内江,101271201
四川,资阳,101271301
四川,乐山,101271401
四川,眉山,101271501
四川,凉山,101271601
四川,雅安,101271701
四川,甘孜,101271801
四川,阿坝,101271901
四川,德阳,101272001
四川,广元,101272101
四川,攀枝花,101270201
宁夏,银川,101170101
宁夏,中卫,101170501
宁夏,固原,101170401
宁夏,石嘴山,101170201
宁夏,吴忠,101170301
青海省,西宁,101150101
青海省,黄南,101150301
青海省,海北,101150801
青海省,果洛,101150501
青海省,玉树,101150601
青海省,海西,101150701
青海省,海东,101150201
青海省,海南,101150401
山东,济南,101120101
山东,潍坊,101120601
山东,临沂,101120901
山东,菏泽,101121001
山东,滨州,101121101
山东,东营,101121201
山东,威海,101121301
山东,枣庄,101121401
山东,日照,101121501
山东,莱芜,101121601
山东,聊城,101121701
山东,青岛,101120201
山东,淄博,101120301
山东,德州,101120401
山东,烟台,101120501
山东,济宁,101120701
山东,泰安,101120801
陕西省,西安,101110101
陕西省,延安,101110300
陕西省,榆林,101110401
陕西省,铜川,101111001
陕西省,商洛,101110601
陕西省,安康,101110701
陕西省,汉中,101110801
陕西省,宝鸡,101110901
陕西省,咸阳,101110200
陕西省,渭南,101110501
山西,太原,101100101
山西,临汾,101100701
山西,运城,101100801
山西,朔州,101100901
山西,忻州,101101001
山西,长治,101100501
山西,大同,101100201
山西,阳泉,101100301
山西,晋中,101100401
山西,晋城,101100601
山西,吕梁,101101100
新疆,乌鲁木齐,101130101
新疆,石河子,101130301
新疆,昌吉,101130401
新疆,吐鲁番,101130501
新疆,库尔勒,101130601
新疆,阿拉尔,101130701
新疆,阿克苏,101130801
新疆,喀什,101130901
新疆,伊宁,101131001
新疆,塔城,101131101
新疆,哈密,101131201
新疆,和田,101131301
新疆,阿勒泰,101131401
新疆,阿图什,101131501
新疆,博乐,101131601
新疆,克拉玛依,101130201
西藏,拉萨,101140101
西藏,山南,101140301
西藏,阿里,101140701
西藏,昌都,101140501
西藏,那曲,101140601
西藏,日喀则,101140201
西藏,林芝,101140401
台湾,台北县,101340101
台湾,高雄,101340201
台湾,台中,101340401
海南省,海口,101310101
海南省,三亚,101310201
海南省,东方,101310202
海南省,临高,101310203
海南省,澄迈,101310204
海南省,儋州,101310205
海南省,昌江,101310206
海南省,白沙,101310207
海南省,琼中,101310208
海南省,定安,101310209
海南省,屯昌,101310210
海南省,琼海,101310211
海南省,文昌,101310212
海南省,保亭,101310214
海南省,万宁,101310215
海南省,陵水,101310216
海南省,西沙,101310217
海南省,南沙岛,101310220
海南省,乐东,101310221
海南省,五指山,101310222
海南省,琼山,101310102
湖南,长沙,101250101
湖南,株洲,101250301
湖南,衡阳,101250401
湖南,郴州,101250501
湖南,常德,101250601
湖南,益阳,101250700
湖南,娄底,101250801
湖南,邵阳,101250901
湖南,岳阳,101251001
湖南,张家界,101251101
湖南,怀化,101251201
湖南,黔阳,101251301
湖南,永州,101251401
湖南,吉首,101251501
湖南,湘潭,101250201
江苏,南京,101190101
江苏,镇江,101190301
江苏,苏州,101190401
江苏,南通,101190501
江苏,扬州,101190601
江苏,宿迁,101191301
江苏,徐州,101190801
江苏,淮安,101190901
江苏,连云港,101191001
江苏,常州,101191101
江苏,泰州,101191201
江苏,无锡,101190201
江苏,盐城,101190701
黑龙江,哈尔滨,101050101
黑龙江,牡丹江,101050301
黑龙江,佳木斯,101050401
黑龙江,绥化,101050501
黑龙江,黑河,101050601
黑龙江,双鸭山,101051301
黑龙江,伊春,101050801
黑龙江,大庆,101050901
黑龙江,七台河,101051002
黑龙江,鸡西,101051101
黑龙江,鹤岗,101051201
黑龙江,齐齐哈尔,101050201
黑龙江,大兴安岭,101050701
吉林,长春,101060101
吉林,延吉,101060301
吉林,四平,101060401
吉林,白山,101060901
吉林,白城,101060601
吉林,辽源,101060701
吉林,松原,101060801
吉林,吉林,101060201
吉林,通化,101060501
辽宁,沈阳,101070101
辽宁,鞍山,101070301
辽宁,抚顺,101070401
辽宁,本溪,101070501
辽宁,丹东,101070601
辽宁,葫芦岛,101071401
辽宁,营口,101070801
辽宁,阜新,101070901
辽宁,辽阳,101071001
辽宁,铁岭,101071101
辽宁,朝阳,101071201
辽宁,盘锦,101071301
辽宁,大连,101070201
辽宁,锦州,101070701
