Company,Symbol,Marketprice,previousClosePrice,changeInPrice,pe_ratio,eps_ratio,Volume,MarketCap
Lightspeed Commerce Inc.,LSPD,14.3,14.35,-0.05,0,-1.53,937873,2.118B
Swissquote Group Holding Ltd,SQN.SW,133.5,136.1,-2.6,21.96,6.08,10816,1.978B
Gerresheimer AG,GXI.F,63.85,63.5,0.35,21.4,2.98,65,2.005B
Banner Corporation,BANR,63.2,63.63,-0.43,15.34,4.12,115665,2.165B
Bavarian Nordic A/S,BAVA.CO,213.4,214.8,-1.4,41.84,5.1,364472,15.013B
JBG SMITH Properties,JBGS,18.98,18.89,0.09,0,-0.49,714055,2.462B
Millicom International Cellular S.A.,TIGO,12.63,12.88,-0.25,0,-1.78,162675,1.265B
LGI Homes Inc.,LGIH,92.6,92.71,-0.11,6.15,15.06,214088,2.248B
AeroVironment Inc.,AVAV,85.66,85.41,0.25,69.25,1.24,151141,2.125B
Shimao Group Holdings Limited,0813.HK,4.42,4.52,-0.1,1.19,3.7,29776097,16.771B
NuVasive Inc.,NUVA,41.24,40.38,0.86,0,-0.72,504614,2.134B
Silicon Motion Technology Corporation,SIMO,64.99,63.95,1.04,28.5,2.28,289742,2.27B
Arconic Corporation,ARNC,21.16,21.21,-0.05,0,-0.94,311674,2.253B
Sylvamo Corporation,SLVM,48.59,49.18,-0.59,6.42,7.57,258016,2.143B
Anadolu Efes Biracilik ve Malt Sanayii Anonim Sirketi,AEFES.IS,67.75,68.0,-0.25,49.24,1.38,2804291,40.115B
Triple Flag Precious Metals Corp.,TFPM,13.76,14.24,-0.48,0,0,79855,N/A
Sonos Inc.,SONO,16.9,16.64,0.26,46.81,0.36,1691172,2.148B
OC Oerlikon Corporation AG,OERL.SW,6.06,6.09,-0.03,57.17,0.11,324168,1.973B
BioCryst Pharmaceuticals Inc.,BCRX,11.48,11.17,0.31,0,-1.09,2348965,2.066B
JFrog Ltd.,FROG,21.33,21.24,0.09,0,-0.48,221683,2.056B
INFICON Holding AG,IFCN.SW,809.0,813.0,-4.0,43.96,18.4,1062,1.974B
Stella-Jones Inc.,SJ.TO,48.52,48.52,0.0,13.63,3.56,73197,3.129B
Sprinklr Inc.,CXM,8.17,7.85,0.32,0,-0.59,373490,2.087B
Fine Organic Industries Limited,FINEORG.NS,5740.9,5654.9,86.0,143.22,40.08,17917,176.016B
Trustmark Corporation,TRMK,34.91,35.03,-0.12,11.71,2.98,177481,2.18B
NexGen Energy Ltd.,NXE,4.43,4.35,0.08,0,-0.244,2668643,2.112B
Tricon Residential Inc.,TCN,7.71,7.75,-0.04,3.88,1.99,405010,2.1B
Spirit Airlines Inc.,SAVE,19.48,19.64,-0.16,0,-5.58,602885,2.112B
Österreichische Post AG,POST.VI,29.4,29.6,-0.2,16.8,1.75,42077,1.986B
Tronox Holdings plc,TROX,13.71,13.59,0.12,2.11,6.48,656956,2.11B
Filo Mining Corp.,FIL.TO,23.24,23.57,-0.33,0,-0.25,76529,2.645B
Revolution Medicines Inc.,RVMD,23.82,24.0,-0.18,0,-2.38,391588,1.755B
Tiger Brands Limited,TBS.JO,21002.0,20956.0,46.0,3457.12,6.07,178381,3.77T
EVERTEC Inc.,EVTC,32.38,32.15,0.23,19.99,1.62,279343,2.33B
Aareal Bank AG,ARL.F,32.82,32.84,-0.02,0,-1.5,305,1.974B
Cracker Barrel Old Country Store Inc.,CBRL,94.74,96.26,-1.52,47.02,2.02,351743,2.228B
Renasant Corporation,RNST,37.59,37.84,-0.25,15.26,2.46,149011,2.096B
Celldex Therapeutics Inc.,CLDX,44.57,45.04,-0.47,0,-2.02,441036,2.08B
JetBlue Airways Corporation,JBLU,6.48,6.45,0.03,0,-4.64,7481143,2.061B
Chesapeake Utilities Corporation,CPK,118.18,120.91,-2.73,27.74,4.26,78391,2.08B
Itaú Corpbanca,ITCB,3.23,3.34,-0.11,2.15,1.5,4554,2.084B
Green Thumb Industries Inc.,GTII.CN,11.98,11.9,0.08,139.3,0.09,273613,2.73B
Bharat Dynamics Limited,BDL.NS,944.1,940.35,3.75,56.94,16.58,729830,173.036B
Altice USA Inc.,ATUS,4.6,4.55,0.05,3.52,1.306,2746192,2.091B
Compagnie Plastic Omnium SE,POM.PA,13.58,13.84,-0.26,0,-1.72,36666,1.97B
AMC Entertainment Holdings Inc.,AMC,4.07,4.14,-0.07,0,-39.152,17575686,2.089B
Crombie Real Estate Investment Trust,CRR-UN.TO,15.86,15.88,-0.02,37.14,0.43,87053,2.607B
NOS S.G.P.S. S.A.,PMV.F,3.808,3.758,0.05,21.16,0.18,31,1.95B
The ODP Corporation,ODP,45.54,45.73,-0.19,0,-6.05,480213,2.321B
TTEC Holdings Inc.,TTEC,44.13,44.38,-0.25,17.51,2.52,58548,2.074B
Glaukos Corporation,GKOS,43.68,42.53,1.15,0,-2.7,369050,2.048B
Nu Skin Enterprises Inc.,NUS,42.16,42.34,-0.18,11.61,3.63,381263,2.101B
Joby Aviation Inc.,JOBY,3.35,3.39,-0.04,0,-0.385,1990020,2.023B
Interroll Holding AG,INRN.SW,2350.0,2380.0,-30.0,27.34,85.97,480,1.94B
Ninety One Group,N91.L,185.9,189.9,-4.0,11.0,16.9,130135,1.715B
Delek Group Ltd.,DLEKG.TA,38700.0,39870.0,-1170.0,0,-141.21,309554,707.726B
Netcompany Group A/S,NETC.CO,294.2,296.2,-2.0,45.12,6.52,104315,14.466B
Verra Mobility Corporation,VRRM,13.83,13.64,0.19,0,-0.02,1299430,2.158B
GMS Inc.,GMS,49.8,50.85,-1.05,70.14,0.71,243569,2.144B
Enlight Renewable Energy Ltd,ENLT.TA,720.0,715.0,5.0,0,-0.19,2111271,666.077B
Kadant Inc.,KAI,177.63,179.39,-1.76,37.24,4.77,44772,2.061B
NuVista Energy Ltd.,NVA.TO,12.48,12.38,0.1,0,-0.88,344577,2.826B
Türkiye Kalkinma ve Yatirim Bankasi A.S.,KLNMA.IS,15.5,15.31,0.19,40.68,0.38,61266,31.211B
Sunnova Energy International Inc.,NOVA,18.01,17.85,0.16,0,-2.02,1604689,2.022B
Ashmore Group PLC,ASHM.L,239.4,239.6,-0.2,8.55,28.0,315252,1.706B
Electra Limited,ELTR.TA,190000.0,189000.0,1000.0,4848.18,39.19,10333,726.165B
Barnes Group Inc.,B,40.85,40.88,-0.03,39.39,1.04,100190,2.068B
Plus500 Ltd.,P55.F,20.4,20.2,0.2,5.21,3.92,100,2.06B
AtriCure Inc.,ATRC,44.38,44.44,-0.06,0,-1.12,130297,2.038B
ZIM Integrated Shipping Services Ltd.,ZIM,17.19,18.08,-0.89,0.61,28.01,4123911,2.039B
Canadian Solar Inc.,CSIQ,30.9,30.43,0.47,12.99,2.38,377013,1.854B
NV5 Global Inc.,NVEE,132.32,132.7,-0.38,80.19,1.65,64169,2.038B
Banco Macro S.A.,BMA,16.42,16.3,0.12,3.26,5.04,205272,1.049B
Patria Investments Limited,PAX,13.93,13.86,0.07,14.56,0.96,144321,1.897B
LondonMetric Property Plc,LMP.L,172.3,174.0,-1.7,16.73,10.3,378175,1.685B
JinkoSolar Holding Co. Ltd.,JKS,40.88,41.03,-0.15,51.42,0.8,915347,1.95B
FLSmidth & Co. A/S,FLS.CO,251.7,252.4,-0.7,60.2,4.18,141533,14.235B
Cricut Inc.,CRCT,9.27,9.4,-0.13,10.55,0.88,115472,2.062B
MVV Energie AG,MVV1.F,29.1,30.0,-0.9,16.95,1.72,50,1.918B
Griffon Corporation,GFF,35.79,34.8,0.99,19.99,1.79,561705,2.015B
IHS Holding Limited,IHS,6.15,6.08,0.07,19.34,0.32,89715,2.018B
Krystal Biotech Inc.,KRYS,79.22,79.9,-0.68,0,-1.71,137232,1.973B
Claros Mortgage Trust Inc.,CMTG,14.71,14.75,-0.04,10.01,1.47,189367,1.963B
Landis+Gyr Group AG,LAND.SW,65.25,65.6,-0.35,51.87,1.26,29189,1.881B
Philip Morris CR a.s.,TBK.F,686.0,689.0,-3.0,11.69,58.68,10,1.883B
American Assets Trust Inc.,AAT,26.5,26.65,-0.15,94.31,0.28,186663,1.603B
Sunstone Hotel Investors Inc.,SHO,9.66,9.66,0.0,0,-1.44,2094030,2.119B
ImmunityBio Inc.,IBRX,5.07,4.94,0.13,0,-0.67,2326757,2.016B
Sabre Corporation,SABR,6.18,5.99,0.19,0,-4.42,4594229,1.999B
Kingnet Network Co. Ltd.,002517.SZ,6.56,6.57,-0.01,44.32,0.15,37475690,14.121B
Winpak Ltd.,WPK.TO,42.06,41.99,0.07,20.68,2.03,13337,2.734B
Iveco Group N.V.,IVG.MI,5.56,5.61,-0.05,0,0,475168,N/A
Pactiv Evergreen Inc.,PTVE,11.36,11.49,-0.13,8.83,1.29,107058,2.014B
Artisan Partners Asset Management Inc.,APAM,29.7,30.0,-0.3,7.34,4.05,498081,1.937B
PeptiDream Inc.,4587.T,2077.0,1967.0,110.0,60.62,34.26,3113400,269.63B
Orange Polska S.A.,TPA1.F,1.3865,1.3535,0.03,0,-0.042,35,1.875B
Cavco Industries Inc.,CVCO,226.25,228.92,-2.67,33.12,6.83,53176,2.076B
Carborundum Universal Limited,CARBORUNIV.NS,875.2,867.3,7.9,58.39,14.99,41873,166.336B
Silk Road Medical Inc,SILK,52.85,53.97,-1.12,0,-1.44,222662,1.844B
Corbion N.V.,CRBN.AS,31.84,32.18,-0.34,25.89,1.23,26914,1.886B
Rapid7 Inc.,RPD,33.98,34.12,-0.14,0,-1.94,466348,1.943B
Iren SpA,IRE.MI,1.468,1.479,-0.01,8.16,0.18,879034,1.884B
ContourGlobal plc,GLO.L,251.0,250.5,0.5,179.29,1.4,1372984,1.647B
Embraer S.A.,ERJ,10.93,10.93,0.0,0,-2.38,953978,2.017B
Netwealth Group Limited,NWL.AX,12.1,12.03,0.07,56.81,0.21,93031,5.9B
CompuGroup Medical SE & Co. KGaA,COP.DE,35.98,36.42,-0.44,25.7,1.4,10851,1.888B
Indra Sistemas S.A.,IDR.MC,10.65,10.7,-0.05,0,-0.28,384262,1.876B
ProSiebenSat.1 Media SE,PSM.F,8.3,8.3,0.0,7.03,1.18,505,1.878B
Flagstar Bancorp Inc.,FBC,37.54,37.11,0.43,3.94,9.52,18816855,1.984B
The Ramco Cements Limited,RAMCOCEM.NS,700.25,700.0,0.25,22.58,31.02,354622,165.463B
Cranswick plc,CWK.L,3078.0,3108.0,-30.0,19.41,158.6,18360,1.631B
NovaGold Resources Inc.,NG,5.98,6.04,-0.06,0,-0.11,726406,1.983B
BayWa Aktiengesellschaft,BYW.F,54.2,56.6,-2.4,80.3,0.68,30,1.571B
Earthstone Energy Inc.,ESTE,14.23,14.0,0.23,0,-0.45,776851,758.638M
Edgewell Personal Care Company,EPC,38.54,39.22,-0.68,33.48,1.15,487328,2.101B
Doosan Fuel Cell Co. Ltd.,336260.KS,29350.0,30450.0,-1100.0,0,0,398547,1.922T
Hayward Holdings Inc.,HAYW,9.4,9.45,-0.05,30.23,0.31,1297019,2.182B
International Games System Co.Ltd.,3293.TWO,433.5,424.5,9.0,9.13,47.48,2358402,30.54B
VisEra Technologies Company Ltd.,6789.TW,193.5,193.0,0.5,0,0,398624,N/A
Agilysys Inc.,AGYS,79.14,80.18,-1.04,0,-1.11,151175,1.948B
ComfortDelGro Corporation Limited,C52.SI,1.23,1.23,0.0,42.41,0.029,1255700,2.666B
Heartland Financial USA Inc.,HTLF,46.62,47.02,-0.4,10.99,4.24,90890,1.97B
Toho Gas Co. Ltd.,9533.T,2517.0,2521.0,-4.0,30.94,81.36,156100,265.017B
Samsung Heavy Industries Co. Ltd.,010145.KS,123500.0,141000.0,-17500.0,0,0,3438,9.842T
Verona Pharma plc,VRNA,26.13,24.41,1.72,0,-1.68,1151616,1.568B
AvidXchange Holdings Inc.,AVDX,9.94,9.67,0.27,0,-4.14,1208132,1.95B
First Advantage Corporation,FA,13.0,13.06,-0.06,63.41,0.2,195409,1.987B
Laboratorios Farmaceuticos Rovi S.A.,ROVI.MC,36.06,36.48,-0.42,32.72,1.1,190151,1.977B
Star Bulk Carriers Corp.,SBLK,19.23,19.68,-0.45,192.3,0.1,1377765,1.966B
Expro Group Holdings N.V.,XPRO,18.13,17.9,0.23,0,-0.96,403276,1.978B
Liontown Resources Limited,LTR.AX,1.32,1.265,0.06,0,-0.006,17492450,2.883B
Minerals Technologies Inc.,MTX,60.72,60.88,-0.16,18.47,3.29,166558,2.022B
TransMedics Group Inc.,TMDX,61.72,60.38,1.34,0,-1.16,195612,1.714B
Delek Logistics Partners LP,DKL,45.25,46.97,-1.72,10.83,4.18,56163,1.967B
Entra ASA,ENTRA.OL,105.8,107.5,-1.7,3.01,35.13,62235,19.262B
Brigham Minerals Inc.,MNRL,32.5,33.02,-0.52,0,-1.11,1823419,1.541B
Alfen N.V.,ALFEN.AS,84.2,85.5,-1.3,147.72,0.57,43093,1.827B
Central Garden & Pet Company,CENT,37.45,37.78,-0.33,15.73,2.38,19234,1.922B
Assura Plc,AGR.L,54.55,54.65,-0.1,16.04,3.4,1097519,1.607B
Enovix Corporation,ENVX,12.44,12.61,-0.17,0,-0.64,5537019,1.807B
Remitly Global Inc.,RELY,11.45,10.91,0.54,0,-1.24,699889,1.879B
Credo Technology Group Holding Ltd,CRDO,13.31,13.17,0.14,0,0,752085,N/A
Federal National Mortgage Association,FNMAL,2.61,2.54,0.07,261.0,0.01,9969,1.953B
WIN Semiconductors Corp.,3105.TWO,136.5,141.5,-5.0,8.9,15.33,3173478,57.873B
ForgeRock Inc.,FORG,22.77,22.67,0.1,0,-1.23,729165,1.865B
StoneX Group Inc.,SNEX,95.3,96.68,-1.38,16.6,5.74,98737,1.901B
Trupanion Inc.,TRUP,47.53,48.7,-1.17,0,-0.46,379431,1.919B
Pigeon Corporation,7956.T,2168.0,2201.0,-33.0,24.38,88.93,505800,259.371B
Kennametal Inc.,KMT,24.06,24.43,-0.37,197.21,0.12,326311,2.012B
Hilltop Holdings Inc.,HTH,30.01,30.3,-0.29,5.05,5.94,130780,2.37B
Catalyst Pharmaceuticals Inc.,CPRX,18.6,18.34,0.26,26.2,0.71,1213429,1.918B
Six Flags Entertainment Corporation,SIX,23.25,23.08,0.17,0,-5.12,1057727,1.999B
Canfor Corporation,CFP.TO,21.31,21.87,-0.56,2.56,8.32,190250,2.653B
COFACE SA,COFA.PA,12.14,12.31,-0.17,14.38,0.84,108093,1.809B
Spirent Communications plc,SPT.L,260.2,265.0,-4.8,26.28,9.9,238589,1.592B
Supernus Pharmaceuticals Inc.,SUPN,35.67,35.88,-0.21,15.11,2.36,291855,1.897B
Allscripts Healthcare Solutions Inc.,MDRX,17.64,17.88,-0.24,3.72,4.75,857084,2.162B
RPC Inc.,RES,8.89,8.84,0.05,0,-0.29,1757151,1.918B
Befesa S.A.,BFSA.DE,45.06,44.9,0.16,32.25,1.4,12433,1.805B
Eve Holding Inc.,EVEX,7.2,7.44,-0.24,0,0,21997,N/A
Seacoast Banking Corporation of Florida,SBCF,31.19,31.54,-0.35,15.45,2.02,440416,1.82B
Payoneer Global Inc.,PAYO,5.47,5.44,0.03,0,-0.58,1657645,1.854B
Strategic Education Inc.,STRA,78.32,80.91,-2.59,30.25,2.59,98351,1.927B
IIFL Wealth Management Limited,IIFLWAM.NS,1776.5,1758.1,18.4,59.88,29.67,27171,157.503B
USA Compression Partners LP,USAC,19.53,19.7,-0.17,0,-0.42,105090,1.896B
ams-OSRAM AG,DQW1.F,6.84,6.97,-0.13,0,-0.06,1016,1.784B
Software Aktiengesellschaft,SOW.F,24.16,23.6,0.56,20.92,1.15,120,1.787B
Close Brothers Group plc,CBG.L,1047.0,1063.0,-16.0,14.42,72.6,60150,1.575B
Jeudan A/S,JDAN.CO,240.0,243.0,-3.0,29.5,8.14,8674,13.3B
Yelp Inc.,YELP,27.34,27.02,0.32,0,-0.27,732298,1.996B
SIGNA Sports United N.V.,SSU,4.91,4.65,0.26,0,-1.336,54045,1.642B
Stock Yards Bancorp Inc.,SYBT,64.98,65.72,-0.74,21.65,3.0,69897,1.727B
Ironwood Pharmaceuticals Inc.,IRWD,12.39,12.43,-0.04,18.77,0.66,1482222,2.028B
The Foschini Group Limited,TFG.JO,10100.0,10241.0,-141.0,1525.22,6.62,432901,3.256T
Mercury General Corporation,MCY,34.2,34.28,-0.08,5.05,6.77,337852,1.894B
Compañía de Minas Buenaventura S.A.A.,BVN,7.45,7.54,-0.09,0,-0.53,343650,1.892B
BlackBerry Limited,BB,3.26,3.26,0.0,0,-1.97,7141521,1.87B
Empire State Realty Trust Inc.,ESRT,6.74,6.79,-0.05,0,-0.21,526951,1.169B
Air Transport Services Group Inc.,ATSG,25.98,26.26,-0.28,48.38,0.54,317499,1.928B
Playtech plc,PTEC.L,509.0,510.5,-1.5,0,-86.8,50923,1.559B
Shutterstock Inc.,SSTK,52.72,52.79,-0.07,20.0,2.64,171371,1.936B
PriceSmart Inc.,PSMT,60.78,61.83,-1.05,21.09,2.88,175385,1.876B
Delek US Holdings Inc.,DK,27.0,27.13,-0.13,0,-8.26,1146010,2.001B
Gogo Inc.,GOGO,14.76,15.24,-0.48,0,-3.04,629300,1.623B
Bread Financial Holdings Inc.,BFH,37.66,37.32,0.34,0,0,432183,N/A
Tri Pointe Homes Inc.,TPH,18.59,18.69,-0.1,7.32,2.54,510889,2.066B
Tanger Factory Outlet Centers Inc.,SKT,17.94,18.02,-0.08,0,-0.4,530324,1.865B
Retail Opportunity Investments Corp.,ROIC,15.03,15.12,-0.09,64.51,0.23,744548,1.825B
Canada Goose Holdings Inc.,GOOS,17.81,17.59,0.22,34.72,0.51,970238,1.898B
ICF International Inc.,ICFI,99.05,99.38,-0.33,34.51,2.87,65709,1.87B
Boot Barn Holdings Inc.,BOOT,62.52,62.03,0.49,45.27,1.38,399035,1.851B
Tidewater Inc.,TDW,36.85,36.15,0.7,0,-4.86,1137384,1.521B
NBT Bancorp Inc.,NBTB,43.42,43.71,-0.29,14.23,3.05,138201,1.882B
PT XL Axiata Tbk,E5F.F,0.12,0.109,0.01,0,-0.0,46632,1.42B
PROCEPT BioRobotics Corporation,PRCT,41.54,41.0,0.54,0,-8.49,216283,1.807B

N-able Inc.,NABL,10.28,10.19,0.09,0,-0.07,287058,1.84B
LifeStance Health Group Inc.,LFST,4.94,4.68,0.26,0,-0.49,393223,1.848B
Birchcliff Energy Ltd.,BIR.TO,9.43,9.38,0.05,0,-0.23,384234,2.504B
Future plc,FUTR.L,1267.0,1300.0,-33.0,27.91,45.4,1307264,1.53B
Harel Insurance Investments & Financial Services Ltd,HARL.TA,3101.0,3021.0,80.0,918.27,3.38,578811,661.108B
Exide Industries Limited,EXIDEIND.NS,180.25,177.2,3.05,18.91,9.53,2298133,153.348B
Lakeland Financial Corporation,LKFN,72.97,73.91,-0.94,20.67,3.53,59601,1.846B
Pacific Biosciences of California Inc.,PACB,8.18,8.29,-0.11,0,-0.34,4582704,1.804B
Eutelsat Communications S.A.,ETL.PA,6.96,7.08,-0.12,5.46,1.27,405892,1.602B
GoodRx Holdings Inc.,GDRX,4.66,4.73,-0.07,0,-0.7,1551793,1.859B
Pfeiffer Vacuum Technology AG,PFV.F,171.4,169.0,2.4,53.56,3.2,101,1.691B
Victory Capital Holdings Inc.,VCTR,26.83,27.13,-0.3,9.32,2.88,253083,1.827B
Tamarack Valley Energy Ltd.,TVE.TO,4.46,4.3,0.16,0,-1.4,1619966,1.812B
Boardwalk Real Estate Investment Trust,BEI-UN.TO,49.43,49.08,0.35,0,-4.85,18945,2.523B
PageGroup plc,PAGE.L,461.2,468.6,-7.4,0,-1.8,134298,1.516B
Vector Group Ltd.,VGR,11.86,11.86,0.0,19.77,0.6,1241247,1.826B
AUTO1 Group SE,AG1.F,7.78,7.71,0.07,0,-0.84,41,1.657B
CI Financial Corp.,CIXX,9.99,10.17,-0.18,6.75,1.48,43242,1.972B
Ingles Markets Incorporated,IMKTA,96.46,97.23,-0.77,9.1,10.6,75659,1.832B
Redrow plc,RDW.L,453.8,467.6,-13.8,12.4,36.6,327933,1.598B
Zug Estates Holding AG,ZUGN.SW,1770.0,1740.0,30.0,27.98,63.26,52,1.694B
Semtech Corporation,SMTC,28.69,28.62,0.07,31.53,0.91,488737,1.849B
Newmark Group Inc.,NMRK,7.97,8.12,-0.15,20.44,0.39,550688,1.694B
HORNBACH Baumarkt AG,HBM.HM,53.8,53.8,0.0,0,0,1364,N/A
Alony-Hetz Properties & Investments Ltd,ALHE.TA,3580.0,3555.0,25.0,2058.65,1.74,922899,622.107B
Enterprise Financial Services Corp,EFSC,48.96,49.75,-0.79,15.07,3.25,207537,1.879B
Arvinas Inc.,ARVN,34.21,34.42,-0.21,0,0,530170,1.809B
Olav Thon Eiendomsselskap ASA,OLT.OL,175.5,175.0,0.5,57.73,3.04,3668,18.186B
International Seaways Inc.,INSW,37.02,36.97,0.05,0,-0.19,304616,1.837B
ZIPRECRUITER INC.,ZIP,16.42,16.37,0.05,94.37,0.17,396745,1.917B
Green Plains Inc.,GPRE,30.5,30.21,0.29,0,-2.79,434170,1.635B
Stelco Holdings Inc.,STLC.TO,44.29,44.95,-0.66,0,-1.79,85132,3.424B
Relay Therapeutics Inc.,RLAY,14.94,14.8,0.14,0,-2.84,938017,1.614B
Prime Medicine Inc.,PRME,18.58,19.82,-1.24,0,0,107454,N/A
TAV Havalimanlari Holding A.S.,TAVHL.IS,93.5,91.9,1.6,0,-3.73,5459702,33.775B
TDCX Inc.,TDCX,12.38,12.81,-0.43,20.3,0.61,77638,1.769B
Farfetch Limited,FTCH,4.73,4.65,0.08,0,-9.745,11871406,1.755B
CareTrust REIT Inc.,CTRE,18.58,18.68,-0.1,21.96,0.85,367648,1.803B
Sonic Automotive Inc.,SAH,49.27,48.7,0.57,10.42,4.73,498435,2.033B
CSG Systems International Inc.,CSGS,57.2,57.2,0.0,31.43,1.82,127238,1.867B
Getty Images Holdings Inc.,GETY,5.55,5.39,0.16,0,0,87283,N/A
Goodman Property Trust,GMT.NZ,2.02,2.01,0.01,13.12,0.154,164005,2.823B
Materion Corporation,MTRN,87.51,87.76,-0.25,50.18,1.74,72778,1.789B
Masonite International Corporation,DOOR,80.61,82.8,-2.19,29.1,2.77,143785,1.917B
Luminar Technologies Inc.,LAZR,4.95,5.0,-0.05,0,-1.494,5688531,1.742B
CSW Industrials Inc.,CSWI,115.93,117.02,-1.09,38.34,3.02,49383,1.831B
Primary Health Properties PLC,PHP.L,110.8,111.0,-0.2,12.74,8.7,1056931,1.477B
CJ Corporation,001040.KS,84100.0,85500.0,-1400.0,0,0,64265,2.82T
Lindsay Corporation,LNN,162.85,166.12,-3.27,40.54,4.02,44585,1.783B
Robertet SA,CBE.PA,765.0,751.0,14.0,34.98,21.87,2,1.997B
