Company,Symbol,Marketprice,previousClosePrice,changeInPrice,pe_ratio,eps_ratio,Volume,MarketCap
Futu Holdings Limited,FUTU,40.65,58.91,-18.26,31.32,1.3,26796107,5.962B
Silgan Holdings Inc.,SLGN,51.84,52.46,-0.62,17.81,2.91,253067,5.724B
Toto Ltd.,5332.T,4500.0,4505.0,-5.0,28.07,160.3,274000,762.525B
Procter & Gamble Hygiene and Health Care Limited,PGHH.NS,14535.95,14403.0,132.95,70.21,207.02,3457,471.847B
Valvoline Inc.,VVV,32.65,32.5,0.15,18.02,1.81,1168461,5.876B
Chord Energy Corporation,CHRD,136.81,135.76,1.05,0,0,298954,N/A
Boyd Gaming Corporation,BYD,54.53,54.25,0.28,53.83,1.01,797891,6.126B
PBF Energy Inc.,PBF,40.78,41.0,-0.22,0,-3.18,1792782,4.904B
Kakao Pay Corp.,377300.KS,54200.0,55300.0,-1100.0,0,0,518489,7.148T
Mapletree Logistics Trust,M44U.SI,1.59,1.57,0.02,14.2,0.112,3987800,7.429B
Charoen Pokphand Foods Public Company Limited,CPF.BK,24.8,24.7,0.1,7.99,3.1,29798564,197.928B
H&R Block Inc.,HRB,36.51,36.72,-0.21,74.36,0.49,1591421,6.412B
Tecan Group AG,TECN.SW,412.4,421.8,-9.4,47.84,8.62,14906,5.228B
Mitsubishi Motors Corporation,7211.T,510.0,504.0,6.0,0,-173.34,13774000,758.64B
Getinge AB publ),GETI-B.ST,216.3,220.6,-4.3,16.31,13.26,679647,58.914B
Commercial Metals Company,CMC,48.3,48.76,-0.46,22.3,2.17,704340,5.873B
Roku Inc.,ROKU,40.7,40.56,0.14,0,-0.14,5134962,5.469B
Dexus,DXS.AX,7.75,7.81,-0.06,19.62,0.4,2140785,8.336B
QuidelOrtho Corporation,QDEL,85.67,85.14,0.53,4.61,18.6,514316,3.571B
HYBE Co. Ltd.,352820.KS,173500.0,170000.0,3500.0,0,0,193552,7.175T
Equatorial Energia S.A.,EQTL3.SA,27.02,27.28,-0.26,9.17,2.95,5413100,26.537B
MSA Safety Incorporated,MSA,144.19,144.7,-0.51,50.42,2.86,120305,5.653B
TIM S.A.,TIMB,11.65,11.73,-0.08,10.89,1.07,130563,5.64B
Crane Holdings Co.,CR,100.45,100.56,-0.11,25.96,3.87,161324,5.899B
MKS Instruments Inc.,MKSI,84.73,85.11,-0.38,11.64,7.28,491967,4.699B
Koei Tecmo Holdings Co. Ltd.,3635.T,2392.0,2435.0,-43.0,13.46,177.72,698700,398.395B
Kajima Corporation,1812.T,1536.0,1536.0,0.0,7.12,215.71,1217300,767.773B
Clarivate Plc,CLVT,8.34,8.53,-0.19,0,-0.13,4671307,5.727B
GameStop Corp.,GME,18.46,18.33,0.13,0,-3.31,2663477,1.409B
Axalta Coating Systems Ltd.,AXTA,25.47,25.59,-0.12,70.75,0.36,1557884,5.816B
Pinnacle Financial Partners Inc.,PNFP,73.4,73.39,0.01,13.92,5.27,327974,5.588B
Pilgrim's Pride Corporation,PPC,23.73,23.72,0.01,45.46,0.52,892567,5.782B
ExlService Holdings Inc.,EXLS,169.43,173.98,-4.55,59.06,2.87,133050,5.643B
Macy's Inc.,M,20.65,20.46,0.19,0,-12.68,8072061,6.18B
Lithia Motors Inc.,LAD,204.74,203.44,1.3,8.8,23.27,233809,6.24B
Land Securities Group plc,LAND.L,621.4,627.8,-6.4,0,-205.7,473217,4.608B
TMX Group Limited,X.TO,135.52,135.26,0.26,27.6,4.91,40431,7.63B
Spirit Realty Capital Inc.,SRC,39.93,39.79,0.14,266.2,0.15,532616,4.924B
Saia Inc.,SAIA,209.68,213.92,-4.24,37.86,5.54,216249,5.522B
Far Eastern New Century Corporation,1402.TW,31.9,31.7,0.2,19.81,1.61,2852937,170.732B
Covivio,COV.PA,55.45,56.1,-0.65,14.51,3.82,45555,5.231B
City Developments Limited,C09.SI,8.23,8.17,0.06,0,-2.13,1014900,7.464B
ACC Limited,ACC.NS,2441.6,2447.85,-6.25,27.53,88.7,145632,458.501B
Clearwater Analytics Holdings Inc.,CWAN,18.75,18.76,-0.01,0,-0.44,301184,3.327B
Dillard's Inc.,DDS,323.2,320.03,3.17,0,-3.16,117039,6.281B
KnowBe4 Inc.,KNBE,24.78,24.77,0.01,0,-0.38,578171,4.248B
Toll Brothers Inc.,TOL,49.92,50.41,-0.49,13.17,3.79,1107343,6.008B
Beazley plc,BEZ.L,679.5,678.0,1.5,0,-5.8,586215,4.14B
Yamato Holdings Co. Ltd.,9064.T,2087.0,2110.0,-23.0,13.77,151.54,1204200,774.331B
Medibank Private Limited,MPL.AX,2.95,2.95,0.0,22.52,0.131,2972185,8.124B
Kingfisher plc,KFI1.F,2.66,2.67,-0.01,8.29,0.321,2,5.556B
Komercní banka a.s.,KONN.F,26.92,26.88,0.04,7.72,3.49,70,5.196B
Pegatron Corporation,4938.TW,63.5,63.8,-0.3,8.31,7.64,2012032,169.49B
MOL Magyar Olaj- és Gázipari Nyilvánosan Muködo Részvénytársaság,MOL.BD,2602.0,2630.0,-28.0,0,-22.39,152128,1.629T
Adecco Group AG,ADEN.SW,30.46,30.93,-0.47,0,-0.67,381426,4.968B
Quiñenco S.A.,QUINENCO.SN,2870.0,2820.0,50.0,19.3,148.7,113198,4.772T
Canadian Apartment Properties Real Estate Investment Trust,CAR-UN.TO,42.68,42.74,-0.06,7.91,5.39,254198,7.395B
Envista Holdings Corporation,NVST,33.67,33.76,-0.09,16.5,2.04,765500,5.433B
Light & Wonder Inc.,LNW,58.6,58.31,0.29,0,0,471232,N/A
Abbott India Limited,ABBOTINDIA.NS,21367.2,21726.2,-359.0,69.94,305.52,14419,457.102B
Raiffeisen Bank International AG,RAW.F,15.39,15.19,0.2,6.94,2.22,10,5.29B
Square Enix Holdings Co. Ltd.,9684.T,6130.0,6170.0,-40.0,35.71,171.65,267100,731.983B
Glacier Bancorp Inc.,GBCI,49.42,50.03,-0.61,15.52,3.18,281450,5.47B
Option Care Health Inc.,OPCH,30.09,30.38,-0.29,66.72,0.45,855446,5.412B
The Indian Hotels Company Limited,INDHOTEL.NS,318.65,313.65,5.0,0,-6.05,4872910,421.746B
The GPT Group,GPT.AX,4.2,4.24,-0.04,0,-0.109,2521537,8.045B
FTI Consulting Inc.,FCN,158.8,159.33,-0.53,26.46,6.0,115982,5.445B
Synovus Financial Corp.,SNV,37.55,37.45,0.1,11.4,3.3,799406,5.464B
Kawasaki Kisen Kaisha Ltd.,9107.T,2787.0,2717.0,70.0,6.0,464.17,9995800,260.021B
Saudi Kayan Petrochemical Company,2350.SR,13.66,13.5,0.16,0,-0.52,1728857,20.49B
IDACORP Inc.,IDA,107.85,108.98,-1.13,22.28,4.84,196038,5.448B
United Bankshares Inc.,UBSI,40.49,40.79,-0.3,14.5,2.79,540798,5.52B
Littelfuse Inc.,LFUS,220.2,222.86,-2.66,33.27,6.62,68039,5.424B
Alaska Air Group Inc.,ALK,42.94,42.81,0.13,0,-9.88,941750,5.381B
Bausch + Lomb Corporation,BLCO,15.51,15.0,0.51,0,0,582852,N/A
TechnipFMC plc,FTI,12.19,12.06,0.13,16.41,0.74,3263720,5.494B
Container Corporation of India Limited,CONCOR.NS,738.8,728.2,10.6,56.91,12.98,595667,450.146B
United Breweries Limited,UBL.NS,1699.8,1694.05,5.75,397.15,4.28,143971,449.752B
Columbia Sportswear Company,COLM,87.58,87.83,-0.25,35.56,2.46,181165,5.712B
Yancoal Australia Ltd,YAL.AX,6.06,5.97,0.09,0,-0.79,1217845,8.002B
Lancaster Colony Corporation,LANC,197.3,201.09,-3.79,40.51,4.87,130401,5.432B
Akbank T.A.S.,AKBNK.IS,19.55,19.73,-0.18,14.56,1.34,136696509,101.66B
On Holding AG,ONON,17.16,17.27,-0.11,312.0,0.05,1198826,5.312B
Tele2 AB publ),TEL2-A.ST,85.2,88.2,-3.0,8.32,10.24,3203,58.912B
First American Financial Corporation,FAF,52.34,52.84,-0.5,6.78,7.72,379427,5.745B
FirstService Corporation,FSV,122.55,123.78,-1.23,51.62,2.37,23843,5.383B
Newell Brands Inc.,NWL,13.08,13.14,-0.06,9.3,1.41,3460903,5.564B
SSAB AB publ),SSAB-B.ST,54.2,54.9,-0.7,68.01,0.8,1899162,103.226B
Silergy Corp.,6415.TW,436.5,432.5,4.0,12.83,34.01,1435690,40.973B
Lumen Technologies Inc.,LUMN,5.22,5.3,-0.08,0,-0.71,18545628,5.345B
CCC Intelligent Solutions Holdings Inc.,CCCS,8.7,8.84,-0.14,0,-10.43,488228,5.252B
PSP Swiss Property AG,PSPN.SW,108.5,109.6,-1.1,14.95,7.26,46786,4.977B
DS Smith Plc,SMDS.L,321.5,321.8,-0.3,10.3,31.2,1199163,4.417B
The New York Times Company,NYT,32.46,32.53,-0.07,54.1,0.6,823482,5.424B
Banco BPM S.p.A.,BAMI.MI,3.334,3.364,-0.03,238.14,0.014,3763478,5.039B
Ionis Pharmaceuticals Inc.,IONS,37.77,37.35,0.42,0,-3.23,958257,5.334B
Worley Limited,WOR.AX,15.0,14.88,0.12,100.67,0.15,485761,7.87B
Element Fleet Management Corp.,EFN.TO,18.45,18.5,-0.05,33.06,0.56,366713,7.574B
IAA Inc.,IAA,40.0,40.29,-0.29,19.05,2.1,798479,5.394B
Obayashi Corporation,1802.T,998.0,1007.0,-9.0,7.74,128.88,1765400,716.241B
DT Midstream Inc.,DTM,55.26,55.2,0.06,18.49,2.99,348412,5.345B
M&G plc,MNG.L,187.85,188.15,-0.3,4.27,44.0,1349387,4.883B
Dun & Bradstreet Holdings Inc.,DNB,12.26,12.4,-0.14,0,-0.48,1221956,5.286B
Selective Insurance Group Inc.,SIGI,88.61,90.34,-1.73,15.8,5.61,143887,5.328B
FSN E-Commerce Ventures Limited,NYKAA.NS,154.85,158.1,-3.25,75.17,2.06,8409923,N/A
monday.com Ltd.,MNDY,122.0,120.94,1.06,0,-7.77,228615,5.334B
Yamana Gold Inc.,AUY,5.55,5.6,-0.05,25.23,0.22,10635925,5.346B
Yapi ve Kredi Bankasi A.S.,YKBNK.IS,11.81,12.0,-0.19,19.65,0.6,278101771,99.76B
GLP J-REIT,3281.T,151300.0,151700.0,-400.0,29.49,5131.15,8072,679.393B
The Western Union Company,WU,13.77,13.88,-0.11,7.69,1.79,3543307,5.536B
UWM Holdings Corporation,UWMC,3.31,3.41,-0.1,0.23,14.48,1225882,5.313B
Acuity Brands Inc.,AYI,165.61,167.21,-1.6,24.74,6.69,186351,5.794B
BlueScope Steel Limited,BSL.AX,16.84,16.75,0.09,35.45,0.47,788719,8.255B
Stantec Inc.,STN,47.94,47.61,0.33,38.54,1.24,56187,5.33B
EBOS Group Limited,EBO.NZ,43.9,44.12,-0.22,29.44,1.49,41603,8.065B
ITOCHU Techno-Solutions Corporation,4739.T,3070.0,3085.0,-15.0,23.27,131.94,231300,709.324B
Post Holdings Inc.,POST,90.26,90.23,0.03,0,-0.26,339045,5.647B
Chongqing Rural Commercial Bank Co. Ltd.,3618.HK,2.67,2.66,0.01,2.52,1.062,4484000,46.895B
Banco de Sabadell S.A.,BDSB.F,0.8874,0.89,-0.0,0,-0.018,40,5.137B
BWX Technologies Inc.,BWXT,58.08,57.91,0.17,20.38,2.85,290728,5.355B
SiteOne Landscape Supply Inc.,SITE,117.32,119.02,-1.7,42.66,2.75,134982,5.244B
TELUS International Cda) Inc.,TIXT,19.79,19.92,-0.13,80.12,0.25,79547,5.25B
Huntsman Corporation,HUN,27.48,27.69,-0.21,14.77,1.86,1252348,5.991B
CyberArk Software Ltd.,CYBR,129.65,130.48,-0.83,0,-0.15,221379,5.155B
Tenet Healthcare Corporation,THC,48.79,47.98,0.81,12.95,3.77,1369180,5.227B
Endeavour Mining plc,EDV.TO,28.98,29.01,-0.03,44.79,0.65,189420,7.234B
AU Small Finance Bank Limited,AUBANK.NS,654.45,665.4,-10.95,17.29,37.86,1010884,205.346B
Old National Bancorp,ONB,17.98,18.17,-0.19,10.25,1.75,1051371,2.981B
Dai Nippon Printing Co. Ltd.,7912.T,2650.0,2647.0,3.0,114.93,23.06,496300,713.057B
Taiwan High Speed Rail Corporation,2633.TW,28.75,28.6,0.15,27.7,1.04,1542101,161.813B
Kinross Gold Corporation,KGC,4.09,4.14,-0.05,3.86,1.06,6763249,5.131B
Somfy SA,SO.PA,143.0,143.2,-0.2,23.14,6.18,30640,4.925B
The Ensign Group Inc.,ENSG,94.61,95.43,-0.82,29.65,3.19,171010,5.228B
The Weir Group PLC,WEIR.L,1669.0,1692.0,-23.0,0,-57.1,123503,4.333B
Permian Resources Corporation,PR,9.4,9.26,0.14,0,0,4974327,N/A
Viper Energy Partners LP,VNOM,31.79,31.9,-0.11,0,-0.79,225224,2.515B
Beijer Ref AB publ),BEIJ-B.ST,147.1,150.0,-2.9,73.22,2.01,390381,55.967B
Primerica Inc.,PRI,141.82,141.87,-0.05,14.82,9.57,76410,5.6B
CTP N.V.,CTPNV.AS,11.04,11.14,-0.1,0.72,15.27,42129,4.383B
Patanjali Foods Limited,PATANJALI.NS,1193.4,1167.2,26.2,0,0,152627,N/A
Brunswick Corporation,BC,72.08,72.28,-0.2,12.09,5.96,281388,5.557B
Oak Street Health Inc.,OSH,21.51,21.38,0.13,0,-1.62,1694476,5.182B
Helmerich & Payne Inc.,HP,49.57,49.64,-0.07,0,-2.76,649771,5.354B
HealthEquity Inc.,HQY,61.64,61.01,0.63,517.98,0.12,361919,5.153B
Clariant AG,CLN.SW,14.65,14.83,-0.18,6.4,2.29,314309,4.828B
Lincoln National Corporation,LNC,30.72,30.65,0.07,12.0,2.56,2346369,5.551B
Schaeffler India Limited,SCHAEFFLER.NS,2746.65,2752.05,-5.4,24.4,112.59,68181,85.862B
Univar Solutions Inc.,UNVR,31.8,31.67,0.13,102.58,0.31,769385,5.436B
Quebecor Inc.,QBR-B.TO,30.2,28.93,1.27,12.86,2.35,557047,7.282B
Madrigal Pharmaceuticals Inc.,MDGL,290.25,296.54,-6.29,0,-13.09,601263,4.962B
Seven Group Holdings Limited,SVW.AX,20.97,20.81,0.16,16.23,1.29,282403,7.618B
Exelixis Inc.,EXEL,16.04,15.66,0.38,45.83,0.35,2208343,5.075B
Smartsheet Inc.,SMAR,39.36,39.89,-0.53,0,-0.95,771849,4.989B
Antero Midstream Corporation,AM,10.79,10.88,-0.09,14.78,0.73,1734395,5.152B
Iskenderun Demir ve Çelik A.S.,ISDMR.IS,33.3,33.2,0.1,29.55,1.13,1518416,96.57B
Companhia Energética de Minas Gerais,CIG,2.03,2.0346,-0.0,5.85,0.347,2516914,3.804B
Muthoot Finance Limited,MUTHOOTFIN.NS,1063.05,1056.6,6.45,11.81,90.03,357162,426.65B
Norwegian Cruise Line Holdings Ltd.,NCLH,12.24,12.47,-0.23,0,-15.75,11583398,5.103B
Marriott Vacations Worldwide Corporation,VAC,134.59,133.73,0.86,0,-6.66,192864,5.733B
FAW Jiefang Group Co. Ltd,000800.SZ,7.73,7.71,0.02,8.33,0.93,8178417,35.95B
Rightmove plc,3JDA.F,5.75,5.75,0.0,39.66,0.14,20,5.076B
Vertiv Holdings Co,VRT,13.66,13.53,0.13,35.21,0.39,2103576,5.132B
Nanya Technology Corporation,2408.TW,51.2,51.8,-0.6,18.71,2.74,2376175,158.56B
Bank Polska Kasa Opieki S.A.,PEO.WA,86.5,87.4,-0.9,20.61,4.2,249078,22.704B
Apartment Income REIT Corp.,AIRC,34.31,34.38,-0.07,0,-0.35,1622769,5.386B
IDP Education Limited,IEL.AX,27.18,27.19,-0.01,186.16,0.15,598486,7.565B
Indian Railway Finance Corporation Limited,IRFC.NS,32.55,32.7,-0.15,10.23,3.18,42145103,425.38B
The Timken Company,TKR,70.67,70.96,-0.29,17.09,4.14,198826,5.361B
Hertz Global Holdings Inc.,HTZ,15.39,15.16,0.23,12.9,1.19,2849474,7.128B
Air Canada,AC.TO,19.39,19.49,-0.1,0,-16.48,1628899,6.937B
HashiCorp Inc.,HCP,27.34,27.14,0.2,0,-1.05,625679,4.891B
Rockwool A/S,R90.F,222.0,216.7,5.3,19.29,11.51,75,4.354B
Zydus Lifesciences Limited,ZYDUSLIFE.NS,419.95,417.35,2.6,0,0,1221665,N/A
Wintrust Financial Corporation,WTFC,84.52,84.37,0.15,13.69,6.17,328638,4.818B
Kobayashi Pharmaceutical Co. Ltd.,4967.T,9030.0,9040.0,-10.0,36.97,244.25,139200,704.186B
Fastighets AB Balder publ),BALD-B.ST,48.52,49.88,-1.36,1.32,36.79,877011,9.049B
Guidewire Software Inc.,GWRE,62.56,62.37,0.19,0,-0.25,859496,5.212B
Sunrun Inc.,RUN,24.02,23.93,0.09,0,-1.24,4230147,4.972B
Melco Resorts & Entertainment Limited,MLCO,11.5,11.31,0.19,0,-2.38,3220211,5.488B
Prometheus Biosciences Inc.,RXDX,110.0,109.95,0.05,0,-3.13,715369,4.283B
DraftKings Inc.,DKNG,11.39,11.27,0.12,0,-3.62,11431271,4.63B
Universal Display Corporation,OLED,108.04,107.97,0.07,38.59,2.8,253828,5.091B
National Storage Affiliates Trust,NSA,36.12,36.61,-0.49,68.15,0.53,456736,3.217B
World Wrestling Entertainment Inc.,WWE,68.52,68.52,0.0,38.87,1.76,432897,5.195B
Airtel Africa Plc,AAF.L,111.8,113.9,-2.1,21.5,5.2,1415463,4.202B
Ashok Leyland Limited,ASHOKLEY.NS,143.4,144.4,-1.0,0,-1.69,4886314,420.955B
Hektas Ticaret T.A.S.,HEKTS.IS,37.62,39.74,-2.12,88.31,0.43,10485112,45.078B
Valaris Limited,VAL,67.62,66.85,0.77,0,-13.84,384013,5.072B
ALD S.A.,ALD.PA,10.76,10.84,-0.08,8.51,1.26,153287,4.337B
PLDT Inc.,PHI,22.8,22.67,0.13,9.81,2.33,83946,4.925B
