Company,Symbol,Marketprice,previousClosePrice,changeInPrice,pe_ratio,eps_ratio,Volume,MarketCap
National HealthCare Corporation,NHC,59.5,60.97,-1.47,21.88,2.72,41038,917.686M
NCC AB (publ),NCC-B.ST,97.25,99.05,-1.8,8.6,11.31,99169,10.464B
Central Securities Corp.,CET,33.39,33.38,0.01,11.89,2.81,33284,876.258M
SunOpta Inc.,STKL,8.44,8.59,-0.15,11.27,0.75,603110,906.194M
Franchise Group Inc.,FRG,23.82,23.25,0.57,4.76,5.0,615569,959.839M
OrthoPediatrics Corp.,KIDS,39.73,38.1,1.63,0,-1.82,131331,781.823M
New Work SE,NWO.F,151.6,151.2,0.4,32.62,4.65,20,852.059M
Adecoagro S.A.,AGRO,8.29,8.25,0.04,2763.33,0.0,319067,934.208M
Allogene Therapeutics Inc.,ALLO,6.29,5.97,0.32,0,-2.08,1569961,896.426M
Amerant Bancorp Inc.,AMTB,26.84,26.94,-0.1,117.21,0.23,59383,995.85M
PolyPeptide Group AG,PPGN.SW,25.32,25.36,-0.04,16.75,1.51,48314,836.353M
Argo Group International Holdings Ltd.,ARGO,25.85,25.71,0.14,0,-0.2,124378,901.459M
Community Healthcare Trust Incorporated,CHCT,35.8,36.1,-0.3,44.81,0.8,72647,894.374M
GeoPark Limited,GPRK,15.45,15.1,0.35,0,-3.84,280908,938.464M
Jeju Air Co. Ltd.,089590.KS,14900.0,15250.0,-350.0,0,0,958685,740.378B
International Money Express Inc.,IMXI,24.37,24.02,0.35,27.69,0.88,502659,941.016M
Recipe Unlimited Corporation,RECP.TO,20.74,20.72,0.02,0,-0.92,95321,1.182B
Shop Apotheke Europe N.V.,SAE.F,44.68,44.96,-0.28,0,-1.17,169,808.489M
GREE Inc.,3632.T,696.0,704.0,-8.0,46.36,15.01,379700,124.271B
Titan Machinery Inc.,TITN,39.73,39.84,-0.11,46.2,0.86,182775,897.536M
Arcutis Biotherapeutics Inc.,ARQT,14.8,14.59,0.21,0,-3.55,459980,744.37M
Fulgent Genetics Inc.,FLGT,29.78,30.03,-0.25,3.34,8.91,254135,888.382M
Osisko Mining Inc.,OSK.TO,3.5,3.48,0.02,0,-0.062,294003,1.212B
UMH Properties Inc.,UMH,16.1,16.28,-0.18,0,-0.72,254213,789.13M
Rashtriya Chemicals and Fertilizers Limited,RCF.NS,134.55,131.9,2.65,20.34,6.62,25928113,74.23B
Central Puerto S.A.,CEPU,5.94,5.84,0.1,12.12,0.49,214709,896.94M
American Axle & Manufacturing Holdings Inc.,AXL,7.82,7.78,0.04,0,-4.96,571150,891.957M
Sturm Ruger & Company Inc.,RGR,50.62,51.36,-0.74,9.94,5.09,162545,890.74M
Dingdong (Cayman) Limited,DDL,4.27,4.15,0.12,0,-12.621,239185,1.008B
UFP Technologies Inc.,UFPT,117.89,116.13,1.76,66.6,1.77,77841,887.877M
Global Industrial Company,GIC,23.53,23.94,-0.41,11.75,2.0,24865,889.752M
BSE Limited,BSE.NS,544.9,535.95,8.95,22.69,24.02,397398,24.534B
Healthcare Services Group Inc.,HCSG,12.0,12.12,-0.12,8.7,1.38,412982,894.468M
PureTech Health plc,PRTC,31.9,32.83,-0.93,0,-6.76,438,918.072M
Mesa Laboratories Inc.,MLAB,166.21,165.9,0.31,0,-0.55,66925,868.486M
Barings BDC Inc.,BBDC,8.15,8.23,-0.08,48.51,0.17,549407,532.326M
TomTom N.V.,TOM2.AS,6.49,6.54,-0.05,0,-1.59,325988,823.024M
Radware Ltd.,RDWR,19.75,19.41,0.34,98.75,0.2,103407,908.474M
Overstock.com Inc.,OSTK,19.36,19.3,0.06,9.99,1.94,1359553,832.761M
Palfinger AG,PFI.F,23.8,23.9,-0.1,17.98,1.32,200,905.019M
PostNL N.V.,PNL.AS,1.7005,1.726,-0.03,3.95,0.43,1564720,872.785M
BrainChip Holdings Ltd,BRN.AX,0.745,0.665,0.08,0,-0.023,13633638,1.265B
Indiabulls Housing Finance Limited,IBULHSGFIN.NS,154.7,155.9,-1.2,6.22,24.88,23260226,72.02B
Graphite India Limited,GRAPHITE.NS,373.35,371.25,2.1,0,-5.28,201354,72.951B
AnaptysBio Inc.,ANAB,30.99,31.48,-0.49,0,-0.73,139773,856.709M
Stillfront Group AB (publ),SF.ST,17.52,18.17,-0.65,9.84,1.78,1397015,6.783B

Valneva SE American Depositary Shares,VALN,12.72,13.2,-0.48,0,-3.06,5319,674.329M
Jupiter Fund Management Plc,JUP.L,132.8,133.0,-0.2,6.38,20.8,712010,734.517M
SilverCrest Metals Inc.,SILV,6.0,6.05,-0.05,0,-0.49,810699,871.422M
Bicycle Therapeutics plc,BCYC,29.6,29.56,0.04,0,-2.87,160955,870.231M
Universal Logistics Holdings Inc.,ULH,33.44,33.96,-0.52,15.7,2.13,51501,900.188M
Global Blue Group Holding AG,GB,4.63,4.48,0.15,0,-0.894,1465,830.849M
Cardinal Energy Ltd.,CJ.TO,7.62,7.55,0.07,0,-3.2,455899,1.146B
VEON Ltd.,VEON,0.49,0.49,0.0,0,-0.186,416579,857.074M
Conduent Incorporated,CNDT,4.05,4.11,-0.06,0,-0.61,987511,861.816M
IDEAYA Biosciences Inc.,IDYA,18.17,18.14,0.03,0,-1.39,548460,699.496M
Novavax Inc.,NVAX,10.28,9.72,0.56,0,-7.27,6272393,777.251M
CRA International Inc.,CRAI,122.43,121.9,0.53,39.88,3.07,47937,909.297M
RPT Realty,RPT,10.04,9.97,0.07,0,-0.21,632605,846.269M
The Shyft Group Inc.,SHYF,24.86,25.17,-0.31,15.99,1.55,183172,878.677M
Singapore Post Limited,S08.SI,0.52,0.525,-0.01,21.67,0.024,985800,1.17B
CI&T Inc,CINT,6.5,6.55,-0.05,0.59,11.09,12974,859.287M
Hibbett Inc.,HIBB,68.22,69.63,-1.41,15.65,4.36,212430,933.843M
Cutera Inc.,CUTR,44.22,43.39,0.83,0,-1.43,425186,794.045M
KNR Constructions Limited,KNRCON.NS,254.85,247.8,7.05,18.5,13.77,1220145,71.721B
7Road Holdings Limited,0797.HK,2.45,2.46,-0.01,0,0,8000,6.745B
Lyell Immunopharma Inc.,LYEL,3.47,3.29,0.18,0,-2.592,1476085,834.438M
Telkom SA SOC Limited,TKG.JO,3002.0,3027.0,-25.0,1773.18,1.69,188167,1.483T
Laredo Petroleum Inc.,LPI,51.42,50.52,0.9,0,-74.92,647049,877.77M
OneSpaWorld Holdings Limited,OSW,9.33,9.18,0.15,0,-3.77,138373,855.667M
Cellcom Israel Ltd.,CEL.TA,1790.0,1837.0,-47.0,0,-1.11,1511,292.352B
Chalet Hotels Limited,CHALET.NS,347.55,345.15,2.4,0,-3.43,37412,71.256B
Wolverine World Wide Inc.,WWW,10.93,10.77,0.16,0,-1.7,994273,900.296M
RCI Hospitality Holdings Inc.,RICK,93.19,94.45,-1.26,0,-0.23,86418,885.297M
Perella Weinberg Partners,PWP,9.8,9.74,0.06,0,-0.81,196470,416.427M
Aliansce Sonae Shopping Centers S.A.,ALSO3.SA,17.01,17.2,-0.19,26.62,0.64,3732100,4.523B
Avid Bioservices Inc.,CDMO,13.77,13.93,-0.16,0,-0.0,437139,847.977M
ADMA Biologics Inc.,ADMA,3.88,3.86,0.02,0,-0.879,1496829,759.758M
Shen Zhen Shengxunda Technology Co.Ltd,300518.SZ,41.9,41.7,0.2,32.79,1.28,2311156,4.263B
Summit Therapeutics Inc.,SMMT,4.25,5.31,-1.06,0,-0.76,5537256,415.286M
Juventus Football Club S.p.A.,JUVE.MI,0.3162,0.3216,-0.01,0,-0.116,6846472,799.189M
BrightSphere Investment Group Inc.,BSIG,20.58,20.17,0.41,5.95,3.46,256974,917.438M
Africa Oil Corp.,AOI.TO,2.49,2.48,0.01,0,-0.049,191557,1.182B
Open Lending Corporation,LPRO,6.75,6.75,0.0,6.42,1.05,527529,851.783M
Savencia SA,SAVE.PA,58.4,57.0,1.4,10.28,5.68,835,799.257M
TAURON Polska Energia S.A.,1T5.F,0.4383,0.432,0.01,2.33,0.188,10000,768.143M
Cryoport Inc.,CYRX,17.35,17.64,-0.29,0,-1.95,550880,856.53M
Proterra Inc.,PTRA,3.77,3.71,0.06,0,-3.461,1386851,823.017M
Zuora Inc.,ZUO,6.36,6.4,-0.04,0,-0.62,849935,804.54M
The Necessity Retail REIT Inc.,RTL,5.93,6.0,-0.07,0,0,619940,N/A
Sterlite Technologies Limited,STLTECH.NS,175.75,173.4,2.35,25.66,6.85,630073,69.858B
PROG Holdings Inc.,PRG,16.89,17.11,-0.22,4.63,3.64,234935,957.964M
Pagaya Technologies Ltd.,PGY,1.24,1.33,-0.09,0,0,3032677,N/A
Perfect Corp,PERF,7.14,7.14,0.0,0,0,4332,N/A
Hinduja Global Solutions Limited,HGS.NS,1330.2,1346.95,-16.75,11.2,118.76,24132,27.812B
NBCC (India) Limited,NBCC.NS,38.8,37.75,1.05,32.09,1.21,7166631,69.84B
Terveystalo Oyj,TTALO.HE,6.25,6.22,0.03,13.08,0.48,174732,789.419M
Paysafe Limited,PSFE,13.89,14.07,-0.18,0,-0.36,616401,10.052B
Carvana Co.,CVNA,4.74,4.45,0.29,0,-2.634,11617410,841.824M
Companhia Brasileira de Distribuição,CBD,3.1,3.15,-0.05,2.08,1.49,369757,834.672M
AerSale Corporation,ASLE,16.22,16.04,0.18,20.79,0.78,229443,729.652M
Schnitzer Steel Industries Inc.,SCHN,30.65,31.31,-0.66,15.02,2.04,194064,852.796M
QCR Holdings Inc.,QCRH,49.64,49.88,-0.24,11.76,4.22,27406,774.265M
Bank First Corporation,BFC,92.82,93.67,-0.85,16.83,5.51,10167,708.109M
Marshalls plc,MSLH.L,273.2,279.6,-6.4,227.67,1.2,96925,546.542M
Sprott Inc.,SII,33.33,33.29,0.04,28.98,1.15,73029,829.917M
Network18 Media & Investments Limited,NETWORK18.NS,66.1,66.15,-0.05,213.23,0.31,829700,69.203B
SkyWest Inc.,SKYW,16.51,15.95,0.56,0,-0.05,1005933,831.772M
Li-Cycle Holdings Corp.,LICY,4.76,4.74,0.02,0,-10.81,1105998,776.737M
Allego N.V.,ALLG,3.14,3.06,0.08,0,0,32856,N/A
Mensch und Maschine Software SE,MUM.F,45.85,46.15,-0.3,41.23,1.11,100,771.752M
NaaS Technology Inc.,NAAS,3.89,2.99,0.9,0,0,337976,N/A
Green Dot Corporation,GDOT,15.82,15.81,0.01,37.22,0.43,262899,865.09M
Plymouth Industrial REIT Inc.,PLYM,19.18,19.04,0.14,0,-1.52,193218,663.734M
Zhihu Inc.,ZH,1.3,1.38,-0.08,0,-0.58,2534167,729.956M

Grid Dynamics Holdings Inc.,GDYN,11.22,11.33,-0.11,0,-0.16,238706,732.126M
Kura Oncology Inc.,KURA,12.41,12.25,0.16,0,-1.69,527008,825.957M
Westlake Chemical Partners LP,WLKP,23.5,23.07,0.43,12.5,1.88,97573,827.538M
Douglas Dynamics Inc.,PLOW,36.16,36.43,-0.27,0,-3.34,47949,830.993M
BLS International Services Limited,BLS.NS,165.3,169.35,-4.05,47.19,3.5,748510,16.935B
Cellebrite DI Ltd.,CLBT,4.36,4.5,-0.14,79.27,0.055,808142,816.458M
Sri Trang Gloves (Thailand) Public Company Limited,STGT.BK,10.0,10.1,-0.1,1.69,5.93,9512575,28.633B
Unitil Corporation,UTL,51.36,51.95,-0.59,23.89,2.15,52174,820.373M
Community Trust Bancorp Inc.,CTBI,45.93,45.88,0.05,10.65,4.31,29706,819.534M
Shin Poong Pharm.Co.Ltd.,019170.KS,21150.0,21000.0,150.0,0,0,265118,1.095T
Asiana Airlines Inc.,020560.KS,14000.0,14400.0,-400.0,0,0,503455,1.04T
Mission Produce Inc.,AVO,11.62,11.75,-0.13,18.44,0.63,207320,820.738M
IMAX Corporation,IMAX,14.66,14.57,0.09,0,-1.86,558547,866.142M
Chase Corporation,CCF,86.26,85.5,0.76,21.04,4.1,15167,815.992M
Cera Sanitaryware Limited,CERA.NS,5207.3,5205.9,1.4,73.43,70.92,11240,67.726B
Synthomer plc,SYNT.L,144.2,145.7,-1.5,206.0,0.7,221012,612.635M
Pacific Century Regional Developments Limited,P15.SI,0.415,0.4,0.01,0,-0.012,177900,1.099B
Yatsen Holding Limited,YSG,1.46,1.37,0.09,0,-0.73,1222433,922.155M
Ceres Power Holdings plc,CWR.L,350.7,356.4,-5.7,0,-6.1,197011,668.89M
A-Mark Precious Metals Inc.,AMRK,34.73,34.68,0.05,4.17,8.33,112438,394.258M

JELD-WEN Holding Inc.,JELD,9.65,9.65,0.0,8.4,1.15,445888,884.171M
Varex Imaging Corporation,VREX,20.3,20.51,-0.21,0,-1.62,178082,803.362M
KSB Limited,KSB.NS,1933.8,1915.1,18.7,53.04,36.46,18936,67.667B
ViewRay Inc.,VRAY,4.48,4.43,0.05,0,-0.73,374330,794.044M
American Woodmark Corporation,AMWD,48.86,49.56,-0.7,12.06,4.05,54619,809.591M
Hawkins Inc.,HWKN,38.6,39.03,-0.43,22.44,1.72,29096,814.95M
Myers Industries Inc.,MYE,22.23,22.61,-0.38,21.79,1.02,87509,805.597M
Winmark Corporation,WINA,235.83,236.17,-0.34,28.58,8.25,7996,837.536M
Bangkok Airways Public Company Limited,BA.BK,13.4,13.6,-0.2,0,-2.57,3486731,27.633B
Washington Trust Bancorp Inc.,WASH,47.18,47.39,-0.21,10.5,4.49,50112,817.516M
Altimmune Inc.,ALT,16.45,16.06,0.39,0,-1.91,1747529,653.7M
Republic Bancorp Inc.,RBCAA,40.92,41.11,-0.19,11.2,3.65,6987,826.911M
First Foundation Inc.,FFWM,14.33,14.4,-0.07,6.86,2.09,236841,808.55M
TimkenSteel Corporation,TMST,18.17,18.12,0.05,0,-1.38,457644,839.608M
Cogent Biosciences Inc.,COGT,11.56,11.5,0.06,0,-4.93,977557,460.678M
Grindr Inc.,GRND,4.65,4.71,-0.06,0,0,136167,N/A
