Company,Ticker,Market Cap,Price,Daily Change (%),Country
SCB (Siam Commercial Bank),SCB.BK,10370000000.0,3.08,0.47,Thailand
AEGON,AEG,10370000000.0,5.09,0.99,Netherlands
ENKA,ENKAI.IS,10350000000.0,1.77,3.05,Turkey
Suncorp,SUN.AX,10340000000.0,8.18,0.08,Australia
AGCO,AGCO,10340000000.0,138.65,1.65,USA
HF Sinclair,DINO,10330000000.0,51.5,5.25,USA
Fidelity National Financial,FNF,10330000000.0,37.97,3.21,USA
SK Innovation,096775.KS,10310000000.0,74.02,2.39,S. Korea
Sasol,SSL,10270000000.0,15.78,0.96,South Africa
Hongkong Land,H78.SI,10260000000.0,4.61,0.44,Hong Kong
InterContinental Hotels Group,IHG,10250000000.0,58.39,1.27,UK
Hindustan Aeronautics,HAL.NS,10240000000.0,30.65,1.17,India
Telia Company,TELIA.ST,10210000000.0,2.59,0.67,Sweden
Logitech,LOGI,10200000000.0,62.56,2.73,Switzerland
Magellan Midstream Partners,MMP,10190000000.0,49.75,0.77,USA
Aluminum Corporation of China,601600.SS,10190000000.0,0.64,0.22,China
Disco Corp.,6146.T,10180000000.0,282.28,1.31,Japan
Scentre Group,SCG.AX,10160000000.0,1.96,1.03,Australia
Shree Cement,SHREECEM.NS,10150000000.0,281.48,0.14,India
Localiza,RENT3.SA,10150000000.0,10.12,2.01,Brazil
Sino Land,0083.HK,10140000000.0,1.25,0.93,Hong Kong
FinecoBank,FBK.MI,10140000000.0,16.63,0.51,Italy
GFL Environmental,GFL,10140000000.0,29.53,3.18,Canada
Kasikornbank,KBANK.BK,10130000000.0,4.28,1.02,Thailand
ENEOS Holdings,5020.T,10130000000.0,3.35,0.67,Japan
Bruker,BRKR,10130000000.0,68.89,3.8,USA
Acciona,ANA.MC,10090000000.0,184.61,0.52,Spain
Western Midstream,WES,10080000000.0,26.19,2.67,USA
Ramsay Health Care,RHC.AX,10060000000.0,43.98,0.03,Australia
CapitaLand Mall Trust,C38U.SI,10050000000.0,1.52,0.49,Singapore
Universal Health Services,UHS,10050000000.0,140.79,1.02,USA
Samsung Life Insurance,032830.KS,10050000000.0,55.97,1.39,S. Korea
Western Digital,WDC,10020000000.0,31.57,4.5,USA
Annaly Capital Management,NLY,10000000000.0,21.38,1.96,USA
Yakult,2267.T,9980000000.0,64.01,1.5,Japan
Darling Ingredients,DAR,9980000000.0,62.27,0.96,USA
Lenovo,0992.HK,9970000000.0,0.82,0.31,Hong Kong
Prysmian Group,PRY.MI,9960000000.0,37.54,0.37,Italy
Lufthansa,LHA.DE,9960000000.0,8.33,0.57,Germany
Tingyi (master kang),0322.HK,9950000000.0,1.77,1.57,China
Mineral Resources,MIN.AX,9950000000.0,52.47,0.56,Australia
Jazz Pharmaceuticals,JAZZ,9950000000.0,158.15,0.77,Ireland
Hua Nan Financial Holdings,2880.TW,9950000000.0,0.73,0.67,Taiwan
REA Group,REA.AX,9940000000.0,75.31,1.72,Australia
Crown Holdings,CCK,9940000000.0,82.88,1.47,USA
Kikkoman,2801.T,9930000000.0,51.89,1.7,Japan
Vivendi,VIV.PA,9910000000.0,9.6,0.16,France
Dick's Sporting Goods,DKS,9880000000.0,118.45,3.02,USA
Eastman Chemical,EMN,9860000000.0,82.19,2.55,USA
Five Below,FIVE,9840000000.0,177.42,0.45,USA
ANA Holdings,9202.T,9840000000.0,20.94,0.05,Japan
Brenntag,BNR.DE,9840000000.0,63.73,0.6,Germany
Brookfield Property Partners,BPYPP,9830000000.0,14.88,0.2,Bermuda
Watsco,WSO,9810000000.0,252.55,2.25,USA
Ford Otosan,FROTO.IS,9810000000.0,27.96,0.17,Turkey
Sonic Healthcare,SHL.AX,9790000000.0,20.37,0.1,Australia
Adani Wilmar,AWL.NS,9770000000.0,7.52,2.78,India
Cameco,CCJ,9770000000.0,22.59,0.53,Canada
Asahi Kasei,3407.T,9760000000.0,7.04,0.47,Japan
Renault,RNO.PA,9750000000.0,33.53,0.4,France
Entegris,ENTG,9750000000.0,65.44,4.35,USA
Gjensidige Forsikring,XGJ.F,9720000000.0,19.23,0.67,Norway
Ceridian,CDAY,9710000000.0,63.23,4.32,USA
INWIT,INW.MI,9710000000.0,10.12,0.63,Italy
Yandex,YNDX.ME,9700000000.0,26.67,0.41,Netherlands
LG Corp,003550.KS,9700000000.0,61.57,1.76,S. Korea
Flex,FLEX,9690000000.0,21.41,2.39,Singapore
(HLBank) Hong Leong Bank,5819.KL,9680000000.0,4.64,0.0,Malaysia
QNB Finansbank,QNBFB.IS,9680000000.0,2.89,2.08,Turkey
CarMax,KMX,9680000000.0,61.26,3.41,USA
Ares Capital,ARCC,9670000000.0,18.7,1.52,USA
Fresenius Medical Care,FMS,9660000000.0,16.32,4.28,Germany
Ivanhoe Mines,IVN.TO,9660000000.0,7.96,1.13,Canada
Hana Financial Group,086790.KS,9660000000.0,33.15,0.24,S. Korea
Lamar Advertising,LAMR,9620000000.0,94.69,1.27,USA
Zendesk,ZEN,9620000000.0,77.48,0.03,USA
Spirax-Sarco Engineering,SPX.L,9600000000.0,130.18,0.14,UK
Sumitomo Metal Mining,5713.T,9590000000.0,34.93,0.15,Japan
Builders FirstSource,BLDR,9590000000.0,65.2,2.64,USA
Vail Resorts,MTN,9590000000.0,237.94,2.41,USA
Eiffage,FGR.PA,9580000000.0,99.26,0.49,France
Gerdau,GGB,9580000000.0,5.61,0.0,Brazil
Hyatt Hotels,H,9580000000.0,89.45,1.56,USA
Vistra,VST,9570000000.0,24.07,1.73,USA
Black Knight,BKI,9530000000.0,61.09,1.88,USA
Reinsurance Group of America,RGA,9520000000.0,142.58,1.42,USA
Bath & Body Works,BBWI,9510000000.0,41.65,2.21,USA
Omron,6645.T,9510000000.0,47.89,1.75,Japan
Entain,ENT.L,9500000000.0,16.14,0.19,Isle of Man
Repligen,RGEN,9480000000.0,170.9,4.32,USA
Gold Fields,GFI,9480000000.0,10.48,0.1,South Africa
BorgWarner,BWA,9470000000.0,40.46,2.48,USA
Keppel,BN4.SI,9470000000.0,5.41,0.14,Singapore
AutoNation,AN,9470000000.0,107.5,1.65,USA
Country Garden,2007.HK,9460000000.0,0.34,1.91,China
Red Eléctrica,RED.MC,9460000000.0,17.55,1.05,Spain
WillScot,WSC,9410000000.0,45.07,0.63,USA
Burberry,BRBY.L,9400000000.0,24.76,0.44,UK
InterGlobe Aviation,INDIGO.NS,9400000000.0,24.39,0.12,India
Freddie Mac,FMCCT,9390000000.0,2.92,4.43,USA
Allegion,ALLE,9370000000.0,106.74,2.32,Ireland
Chr. Hansen,51C.F,9370000000.0,71.24,0.68,Denmark
Zalando,ZAL.DE,9370000000.0,36.06,1.31,Germany
Alstom,ALO.PA,9360000000.0,24.53,0.65,France
Rolls-Royce Holdings,RR.L,9350000000.0,1.12,0.44,UK
Toast,TOST,9340000000.0,17.95,7.16,USA
Israel Chemicals,ICL,9340000000.0,7.25,1.54,Israel
Morningstar,MORN,9310000000.0,219.54,4.75,USA
East West Bancorp,EWBC,9310000000.0,66.07,2.47,USA
Hong Kong Telecom,6823.HK,9300000000.0,1.23,0.42,Hong Kong
CubeSmart,CUBE,9300000000.0,41.15,2.39,USA
Bilibili,BILI,9300000000.0,24.29,6.72,China
ESR,1821.HK,9280000000.0,2.1,1.74,Hong Kong
JBS,JBSS3.SA,9270000000.0,4.18,1.62,Brazil
Antero Resources,AR,9270000000.0,30.9,0.39,USA
Halma,HLMA.L,9270000000.0,24.42,0.2,UK
NEC Corp,6701.T,9260000000.0,34.66,0.22,Japan
China Oilfield Services,2883.HK,9250000000.0,1.22,2.15,China
Central Pattana,CPN.BK,9240000000.0,2.07,1.03,Thailand
Sage Group,SGE.L,9230000000.0,9.06,0.48,UK
Ampol,ALD.AX,9220000000.0,19.22,0.25,Australia
Huntington Ingalls Industries,HII,9210000000.0,230.97,0.72,USA
Wynn Resorts,WYNN,9200000000.0,81.26,1.46,USA
President Chain Store (PSCS),2912.TW,9180000000.0,8.84,0.18,Taiwan
Jabil,JBL,9180000000.0,68.45,1.75,USA
Performance Food Group,PFGC,9170000000.0,58.94,0.72,USA
Synnex,SNX,9170000000.0,96.01,3.44,USA
Qorvo,QRVO,9150000000.0,90.31,2.87,USA
KakaoBank,323410.KS,9130000000.0,19.16,2.99,S. Korea
Cochlear,COH.AX,9120000000.0,138.74,0.29,Australia
Svenska Cellulosa Aktiebolaget (SCA),SCA-B.ST,9120000000.0,12.93,0.33,Sweden
Coinbase,COIN,9100000000.0,34.78,6.92,USA
SBI Card,SBICARD.NS,9100000000.0,9.63,1.48,India
Tapestry,TPR,9080000000.0,37.72,2.17,USA
Next plc,NXT.L,9080000000.0,70.29,0.87,UK
STORE Capital,STOR,9060000000.0,32.08,0.16,USA
PUMA,PUM.DE,9060000000.0,60.29,0.11,Germany
Quanta Computer,2382.TW,9050000000.0,2.35,0.84,Taiwan
Full Truck Alliance,YMM,9040000000.0,8.16,4.35,China
Origin Energy,ORG.AX,9030000000.0,5.25,0.39,Australia
Spring Airlines,601021.SS,9010000000.0,9.21,1.68,China
Wharf Holdings,0004.HK,8990000000.0,2.94,1.1,Hong Kong
Westrock,WRK,8980000000.0,35.29,1.15,USA
Knorr-Bremse,KBX.DE,8980000000.0,55.21,0.35,Germany
Isuzu,7202.T,8960000000.0,11.57,0.06,Japan
Ipsen,IPN.PA,8950000000.0,107.35,0.4,France
ASX,ASX.AX,8950000000.0,46.23,0.31,Australia
Kanzhun,BZ,8940000000.0,20.71,4.6,China
Evonik Industries,EVK.DE,8940000000.0,19.15,0.72,Germany
Bharat Electronics,BEL.NS,8900000000.0,1.22,1.92,India
Rheinmetall,RHM.F,8900000000.0,205.31,0.29,Germany
Mitsui O.S.K. Lines,9104.T,8890000000.0,24.6,1.39,Japan
Caesars Entertainment,CZR,8890000000.0,41.44,3.63,USA
TFI International,TFII,8880000000.0,101.13,2.66,Canada
Exact Sciences,EXAS,8870000000.0,49.95,2.36,USA
Twilio,TWLO,8860000000.0,48.11,6.23,USA
BJ's Wholesale Club,BJ,8860000000.0,65.96,0.68,USA
Umicore,UMI.VI,8850000000.0,36.88,0.0,Belgium
Largan Precision,3008.TW,8840000000.0,66.29,0.49,Taiwan
HELLA,HLE.F,8840000000.0,78.97,0.0,Germany
Toray Industries,3402.T,8810000000.0,5.51,0.38,Japan
Yuanta Financial Holding,2885.TW,8810000000.0,0.71,0.23,Taiwan
Lattice Semiconductor,LSCC,8810000000.0,64.29,2.86,USA
Hang Lung Properties,0101.HK,8800000000.0,1.96,0.39,Hong Kong
A. O. Smith,AOS,8800000000.0,57.66,1.57,USA
Meridian Energy,MEZ.AX,8800000000.0,3.41,0.2,New Zealand
Japan Airlines,9201.T,8800000000.0,20.15,0.19,Japan
Getlink,GET.PA,8790000000.0,16.19,0.1,France
New Fortress Energy,NFE,8770000000.0,42.05,4.19,USA
Sumitomo Denki Kōgyō,5802.T,8770000000.0,11.25,0.33,Japan
Kesko,KESKOA.HE,8770000000.0,21.82,0.0,Finland
PKO Bank Polski,P9O.F,8740000000.0,6.89,2.09,Poland
Comerica,CMA,8720000000.0,66.66,1.57,USA
Pinnacle West Capital,PNW,8720000000.0,77.13,0.42,USA
TPG Capital,TPG,8720000000.0,28.24,2.02,USA
Schroders,SDR.L,8720000000.0,5.41,0.34,UK
Mowi,MNHVF,8720000000.0,16.87,0.79,Norway
Bharat Petroleum,BPCL.NS,8690000000.0,4.01,1.3,India
Liberty Global,LBTYB,8680000000.0,19.0,5.67,UK
Taiwan Mobile,3045.TW,8670000000.0,3.08,0.21,Taiwan
Advance Auto Parts,AAP,8660000000.0,146.31,0.7,USA
SG Holdings,9143.T,8660000000.0,13.68,0.38,Japan
Tata Consumer Products,TATACONSUM.NS,8660000000.0,9.32,0.61,India
AMEC,688012.SS,8650000000.0,14.05,1.65,China
Dr. Reddy's,RDY,8650000000.0,52.12,0.77,India
KT&G (Korea Tobacco),033780.KS,8650000000.0,72.13,0.11,S. Korea
F5 Networks,FFIV,8640000000.0,143.15,3.1,USA
China Zheshang Bank,2016.HK,8630000000.0,0.36,0.71,China
Recordati,REC.MI,8630000000.0,41.91,1.01,Italy
Cullen/Frost Bankers,CFR,8610000000.0,133.97,1.42,USA
Rémy Cointreau,RCO.PA,8610000000.0,170.31,1.05,France
Coca-Cola HBC,CCH.L,8600000000.0,23.42,0.18,Switzerland
Wolfspeed,WOLF,8600000000.0,69.24,2.78,USA
Metso Outotec (Mo Group),MOCORP.HE,8590000000.0,10.42,0.29,Finland
Life Storage,LSI,8590000000.0,99.94,1.54,USA
Northern Star,NST.AX,8590000000.0,7.42,1.45,Australia
Lennox,LII,8570000000.0,242.07,1.53,USA
Commerce Bancshares,CBSH,8570000000.0,68.39,1.85,USA
Genpact,G,8560000000.000001,46.72,2.01,Bermuda
Ascendas Reit,A17U.SI,8550000000.000001,2.04,1.48,Singapore
XP Inc.,XP,8539999999.999999,15.25,2.35,Brazil
Deutsche Wohnen,DWNI.DE,8539999999.999999,21.52,0.35,Germany
ARC Resources,ARX.TO,8529999999.999999,13.39,2.32,Canada
KEPCO,9503.T,8529999999.999999,9.56,0.63,Japan
Elisa,ELISA.HE,8529999999.999999,53.23,0.64,Finland
Deutsche Wohnen,DWNI.DE,8500000000.0,21.43,0.1,Germany
Cleveland-Cliffs,CLF,8490000000.0,16.49,1.48,USA
Adevinta,ADE.OL,8480000000.0,6.65,0.69,Norway
Nitto Denko,6988.T,8460000000.000001,57.2,0.65,Japan
XPeng,XPEV,8460000000.000001,9.88,5.22,China
SIG Combibloc,SIGN.SW,8449999999.999999,22.12,0.1,Switzerland
Casey's General Stores,CASY,8439999999.999999,226.7,0.24,USA
Knight-Swift,KNX,8430000000.0,52.52,2.1,USA
Penumbra,PEN,8420000000.0,221.86,0.78,USA
Lincoln Electric,LECO,8420000000.0,145.47,2.43,USA
Hasbro,HAS,8420000000.0,60.99,4.76,USA
ADT,ADT,8410000000.0,9.21,2.68,USA
New Hope Liuhe,000876.SZ,8400000000.0,1.85,1.41,China
Tōkyō Gas,9531.T,8390000000.000001,19.33,0.04,Japan
Vipshop,VIPS,8390000000.000001,13.76,0.51,China
Havells India,HAVELLS.NS,8369999999.999999,13.36,0.22,India
Federal Realty Investment Trust,FRT,8359999999.999999,102.23,1.55,USA
Advantech,2395.TW,8359999999.999999,10.76,0.3,Taiwan
Jardine Cycle & Carriage,C07.SI,8359999999.999999,21.15,0.71,Singapore
Mondi,MNDI.L,8350000000.0,17.21,0.18,UK
LG Household & Health Care,051905.KS,8340000000.0,248.72,1.71,S. Korea
Signify Health,SGFY,8340000000.0,28.53,0.0,USA
VAT Group,VACN.SW,8330000000.0,277.9,0.08,Switzerland
Invesco,IVZ,8320000000.0,18.3,2.35,USA
Dino Polska,DNP.WA,8320000000.0,84.87,0.72,Poland
Legend Biotech,LEGN,8310000000.000001,49.69,3.41,USA
IMCD,IMCD.AS,8310000000.000001,145.45,0.29,Netherlands
Fisher & Paykel Healthcare,FPH.NZ,8300000000.000001,14.34,0.98,New Zealand
Korea Zinc,010130.KS,8289999999.999999,444.62,1.91,S. Korea
Mizrahi-Tefahot,MZTF.TA,8289999999.999999,32.28,0.62,Israel
Switch,SWCH,8270000000.0,34.25,0.06,USA
Futu Holdings,FUTU,8270000000.0,58.91,1.32,Hong Kong
Banque Cantonale Vaudoise,BCVN.SW,8260000000.0,96.29,0.95,Switzerland
Yaskawa,6506.T,8250000000.0,31.59,0.82,Japan
SK Group,034730.KS,8250000000.0,148.99,3.82,S. Korea
SRF Limited,SRF.NS,8250000000.0,27.85,1.23,India
American Airlines,AAL,8250000000.0,12.7,3.08,USA
Shimadzu,7701.T,8250000000.0,28.0,0.79,Japan
Alcoa,AA,8230000000.0,46.56,6.3,USA
United Utilities,UU.L,8230000000.0,12.08,0.97,UK
Owens Corning,OC,8210000000.000001,87.0,2.57,USA
Cognex,CGNX,8210000000.000001,47.52,2.97,USA
Dentsu,4324.T,8199999999.999999,30.99,1.1,Japan
Webster Financial,WBS,8199999999.999999,47.13,1.79,USA
Unum,UNM,8189999999.999999,41.17,1.08,USA
Plains All American Pipeline,PAA,8180000000.0,11.72,1.65,USA
Pure Storage,PSTG,8180000000.0,27.04,2.89,USA
National Retail Properties,NNN,8170000000.0,45.76,0.86,USA
Mediobanca,MB.MI,8170000000.0,9.67,0.44,Italy
AngloGold Ashanti,AU,8170000000.0,19.43,0.36,South Africa
Oracle Corp Japan,4716.T,8170000000.0,63.71,0.12,Japan
SK Telecom,SKM,8150000000.0,20.77,1.19,S. Korea
OpenText,OTEX,8150000000.0,29.95,3.78,Canada
Penske Automotive,PAG,8140000000.000001,114.24,2.12,USA
Catalent,CTLT,8140000000.000001,45.26,5.4,USA
RenaissanceRe,RNR,8140000000.000001,186.28,0.56,Bermuda
Bangkok Bank,BBL.BK,8130000000.000001,4.26,0.34,Thailand
NOV,NOV,8119999999.999999,20.69,2.78,USA
DCP Midstream,DCP,8100000000.0,38.91,0.99,USA
Dropbox,DBX,8100000000.0,22.34,1.68,USA
Banco Santander México,BSMX,8090000000.0,5.97,1.0,Mexico
Pearson,PSO,8090000000.0,11.3,1.07,UK
China Gas,0384.HK,8050000000.000001,1.46,0.35,China
OGE Energy,OGE,8050000000.000001,40.22,0.83,USA
Azrieli Group,AZRG.TA,8039999999.999999,66.19,0.17,Israel
Euronext,ENX.PA,8029999999.999999,75.3,0.03,Netherlands
Tata Power,TATAPOWER.NS,8029999999.999999,2.51,1.02,India
Robert Half,RHI,8010000000.0,73.87,2.17,USA
ST Engineering,SJX.F,8000000000.0,2.54,2.59,Singapore
Marico,MARICO.NS,8000000000.0,6.19,0.6,India
James Hardie Industries,JHX,7990000000.0,17.93,2.63,Ireland
Nissin Foods,2897.T,7980000000.0,77.92,1.61,Japan
Want Want China,0151.HK,7950000000.0,0.67,0.38,Hong Kong
Regal Rexnord,RRX,7940000000.0,120.14,2.71,USA
Sinopharm,1099.HK,7940000000.0,2.55,0.7,China
Türkiye Petrol Rafinerileri,TUPRS.IS,7930000000.0,28.84,6.52,Turkey
T&D Holdings,8795.T,7920000000.0,14.22,1.01,Japan
Intertek,ITRK.L,7920000000.0,49.1,0.17,UK
Fortune Brands Home & Security,FBHS,7920000000.0,61.9,2.09,USA
SEI Investments,SEIC,7920000000.0,58.76,1.85,USA
Jefferies Financial Group,JEF,7910000000.0,34.57,0.67,USA
Insurance Australia Group,IAG.AX,7900000000.0,3.23,0.42,Australia
Choice Properties REIT,CHP-UN.TO,7900000000.0,10.93,1.18,Canada
Churchill Downs,CHDN,7900000000.0,211.27,1.83,USA
Fresnillo,FNLPF,7900000000.0,10.66,0.4,Mexico
UGI Corporation,UGI,7880000000.0,37.64,1.51,USA
Celsius Holdings,CELH,7880000000.0,103.39,0.12,USA
Bajaj Holdings & Investment,BAJAJHLDNG.NS,7870000000.0,70.72,0.0,India
ICICI Prulife,ICICIPRULI.NS,7860000000.0,5.47,0.99,India
JD Sports Fashion,JD.L,7850000000.0,1.52,2.12,UK
Admiral Group,ADM.L,7840000000.0,25.9,0.52,UK
Orion Corporation,ORNAV.HE,7840000000.0,55.81,0.57,Finland
Becle,CUERVO.MX,7830000000.0,2.18,0.24,Mexico
Apollo Hospitals,APOLLOHOSP.NS,7820000000.0,54.45,0.43,India
Whirlpool,WHR,7790000000.0,143.1,3.43,USA
Sagax,SAGA-B.ST,7770000000.0,23.26,0.25,Sweden
Lifco,LIFCO-B.ST,7770000000.0,17.03,0.45,Sweden
Williams-Sonoma,WSM,7750000000.0,116.55,1.41,USA
Doosan Enerbility,034020.KS,7740000000.0,12.14,1.91,S. Korea
Sibanye-Stillwater,SBSW,7740000000.0,10.73,0.56,South Africa
Tetra Tech,TTEK,7730000000.0,146.05,1.71,USA
International Consolidated Airlines,BABWF,7720000000.0,1.56,0.0,Spain
Masimo,MASI,7710000000.0,146.85,1.27,USA
Halozyme Therapeutics,HALO,7700000000.0,56.98,0.42,USA
Chubu Electric Power,9502.T,7700000000.0,10.18,0.15,Japan
Française des Jeux,FDJ.VI,7700000000.0,40.36,0.08,France
US Foods,USFD,7700000000.0,34.24,0.59,USA
Americold,COLD,7690000000.0,28.54,2.4,USA
Chemed,CHE,7690000000.0,517.15,1.2,USA
GAIL,GAIL.NS,7680000000.0,1.17,0.68,India
Arabian Internet and Communications Services,7202.SR,7670000000.0,64.63,0.65,Saudi Arabia
OCI,OCI.AS,7670000000.0,35.64,1.12,Netherlands
CCL Industries,CCL-B.TO,7660000000.0,43.34,1.19,Canada
Adaro Energy,ADRO.JK,7650000000.0,0.25,1.32,Indonesia
Jones Lang LaSalle,JLL,7640000000.0,161.17,4.19,USA
Kingdom Holding,4280.SR,7630000000.0,2.06,0.13,Saudi Arabia
Samsung Electro-Mechanics,009155.KS,7620000000.0,50.45,0.62,S. Korea
Sofina,SOF.VI,7610000000.0,224.31,0.0,Belgium
Yamaha Motor,7272.T,7610000000.0,22.51,0.4,Japan
DiaSorin,DIA.MI,7600000000.0,140.27,0.53,Italy
Grupo Aeroportuario del Pacífico,PAC,7590000000.0,147.91,1.25,Mexico
Covestro,1COV.F,7590000000.0,39.31,0.08,Germany
OTP Bank,OTP.F,7590000000.0,26.72,0.52,Hungary
Manhattan Associates,MANH,7590000000.0,121.65,3.06,USA
Grupo ACS,ACS.MC,7570000000.0,28.74,0.22,Spain
PetGas (Petronas Gas),6033.KL,7570000000.0,3.83,1.05,Malaysia
United Spirits,UNITDSPR.BO,7560000000.0,10.67,0.52,India
S-OIL,010950.KS,7560000000.0,65.75,3.36,S. Korea
Gecina,GFC.PA,7550000000.0,102.39,0.36,France
Zillow,ZG,7550000000.0,31.1,2.34,USA
Indutrade,INDT.ST,7550000000.0,20.57,0.51,Sweden
Kongsberg Gruppen,KOG.OL,7540000000.0,42.73,0.19,Norway
Erdemir,EREGL.IS,7540000000.0,2.22,0.53,Turkey
Traton,8TRA.DE,7540000000.0,15.09,0.28,Germany
Punjab National Bank,PNB.NS,7530000000.0,0.68,2.26,India
HMM,011200.KS,7530000000.0,15.41,2.74,S. Korea
Floor & Decor,FND,7530000000.0,70.99,3.94,USA
Ciena,CIEN,7520000000.0,50.73,3.28,USA
Berry Global,BERY,7520000000.0,60.66,2.1,USA
Pershing Square Holdings,PSHZF,7520000000.0,34.9,0.87,USA
Novocure,NVCR,7500000000.0,71.48,2.88,Jersey
ShockWave Medical,SWAV,7490000000.0,207.51,0.18,USA
Acadia Healthcare,ACHC,7490000000.0,82.42,1.04,USA
Dish Network,DISH,7490000000.0,14.12,4.59,USA
Tokyu,9005.T,7490000000.0,12.44,0.24,Japan
Japan Exchange Group,8697.T,7480000000.0,14.19,0.29,Japan
Nippon Building Fund,8951.T,7470000000.0,4397.0,0.68,Japan
WH Group,0288.HK,7470000000.0,0.58,0.22,Hong Kong
Banco Santander-Chile,BSAC,7470000000.0,15.86,2.06,Chile
NRG Energy,NRG,7460000000.0,32.4,1.69,USA
Phoenix Group,PHNX.L,7460000000.0,7.45,0.33,UK
MISC Berhad,3816.KL,7450000000.0,1.67,0.14,Malaysia
Pentair,PNR,7440000000.0,45.25,2.93,UK
Globus Medical,GMED,7440000000.0,74.55,2.43,USA
RaiaDrogasil,RADL3.SA,7430000000.0,4.51,0.29,Brazil
Mobile TeleSystems,MTSS.ME,7430000000.0,4.3,0.75,Russia
Yang Ming,2609.TW,7430000000.0,2.13,1.08,Taiwan
Indofood CBP,ICBP.JK,7420000000.0,0.64,1.72,Indonesia
Qantas Airways,QAN.AX,7420000000.0,4.08,1.18,Australia
Nestle Malaysia,4707.KL,7420000000.0,31.65,1.45,Malaysia
ICICI Lombard,ICICIGI.NS,7410000000.0,15.11,1.14,India
Indian Overseas Bank,IOB.NS,7410000000.0,0.39,3.18,India
Auckland Airport,AIA.AX,7390000000.0,5.02,1.6,New Zealand
Lear Corporation,LEA,7390000000.0,125.12,3.42,USA
Aselsan,ASELS.IS,7390000000.0,3.24,3.15,Turkey
Old Republic International,ORI,7380000000.0,24.26,1.04,USA
Sabesp,SBS,7380000000.0,10.8,0.74,Brazil
Royal Gold,RGLD,7360000000.0,112.25,0.67,USA
Capri Holdings,CPRI,7360000000.0,57.2,2.93,UK
Taiwan Cement,1101.TW,7360000000.0,1.09,0.15,Taiwan
Coty,COTY,7340000000.0,8.64,2.61,USA
Zions Bancorporation,ZION,7340000000.0,49.08,2.31,USA
Canadian Utilities,CU.TO,7330000000.0,27.34,0.33,Canada
St. James's Place,STJ.L,7330000000.0,13.48,0.18,UK
Healthcare Realty,HR,7330000000.0,19.28,1.1,USA
Olin,OLN,7320000000.0,53.51,0.58,USA
Telefónica Deutschland (O2),O2D.DE,7320000000.0,2.46,0.86,Germany
Inspire Medical Systems,INSP,7320000000.0,253.41,0.55,USA
Hamamatsu,6965.T,7310000000.0,47.26,0.32,Japan
ZOZO,3092.T,7300000000.0,24.38,0.31,Japan
Signature Bank,SBNY,7300000000.0,116.12,3.97,USA
Wan Hai Lines,2615.TW,7300000000.0,2.6,1.14,Taiwan
Grifols,GRFS,7280000000.0,8.53,6.09,Spain
Sinopac Financial Holdings,2890.TW,7280000000.0,0.54,0.3,Taiwan
AGC,5201.T,7280000000.0,32.86,0.57,Japan
Grupo Aeroportuario del Sureste,ASR,7270000000.0,242.33,0.52,Mexico
CPFL Energia,CPFE3.SA,7270000000.0,6.32,1.87,Brazil
Mitsubishi Chemical Holdings,4188.T,7270000000.0,5.12,0.38,Japan
Ally,ALLY,7270000000.0,24.36,3.57,USA
BKW AG ,BKW.SW,7260000000.0,137.76,0.55,Switzerland
Middleby,MIDD,7260000000.0,134.88,3.65,USA
Unibail-Rodamco-Westfield,URW.AS,7260000000.0,52.36,1.29,France
Elbit Systems,ESLT,7260000000.0,163.77,1.93,Israel
Donaldson,DCI,7240000000.0,59.57,1.66,USA
Sealed Air,SEE,7240000000.0,50.1,2.27,USA
ASR Nederland,ASRNL.AS,7240000000.0,47.19,0.36,Netherlands
Xero,XRO.AX,7240000000.0,47.76,2.2,New Zealand
AptarGroup,ATR,7230000000.0,110.79,1.48,USA
Jindal Steel & Power,JINDALSTEL.NS,7220000000.0,7.08,0.59,India
Canara Bank,CANBK.NS,7210000000.0,3.98,2.41,India
Shoprite,SHP.JO,7200000000.0,13.07,1.83,South Africa
Cholamandalam Investment and Finance,CHOLAFIN.NS,7200000000.0,8.76,1.43,India
Hess Midstream,HESM,7200000000.0,30.02,1.83,USA
Türkiye Is Bankasi,ISCTR.IS,7180000000.0,0.7,0.93,Turkey
KBR,KBR,7180000000.0,52.38,0.6,USA
Orkla,ORKLF,7170000000.0,7.2,0.33,Norway
GEA Group,G1A.F,7170000000.0,40.47,0.29,Germany
NCsoft,036570.KS,7170000000.0,353.17,3.34,S. Korea
Organon,OGN,7160000000.0,28.18,1.92,USA
Yes Bank,YESBANK.NS,7150000000.0,0.25,2.23,India
Meiji Holdings,2269.T,7140000000.0,50.4,1.17,Japan
Plug Power,PLUG,7120000000.0,12.23,4.44,USA
Şişecam,SISE.IS,7120000000.0,2.33,1.16,Turkey
WEX,WEX,7120000000.0,163.42,3.1,USA
Etihad Etisalat (Mobily),7020.SR,7120000000.0,9.25,0.43,Saudi Arabia
Valmont Industries,VMI,7120000000.0,333.78,0.61,USA
Aisin Seiki,7259.T,7110000000.0,26.4,0.14,Japan
Israel Discount Bank,ISDAY,7110000000.0,57.51,0.0,Israel
Singapore Exchange,S68.SI,7100000000.0,6.65,0.22,Singapore
Emcor,EME,7100000000.0,149.12,1.03,USA
New World Development Company,0017.HK,7100000000.0,2.82,0.69,Hong Kong
CACI,CACI,7100000000.0,300.59,0.88,USA
IDBI Bank,IDBI.NS,7100000000.0,0.66,1.58,India
UnipolSai,US.MI,7090000000.0,2.48,0.43,Italy
